State,Residence_Type,Gender,Education level,Labor force participation rate according to usual status based on different general education level,Working population rate according to usual status based on different general education level,Unemployment rate according to usual status based on different general education level
Kerala,Rural,Female,Secondary & Above,38.5,29.3,23.8
Kerala,Rural,Male,All,73.6,68.2,7.3
Kerala,Rural,Male,Diploma/Certificate Course,93.3,80.6,13.7
Kerala,Rural,Male,Graduate,85.2,67.6,20.7
Kerala,Rural,Male,Higher Secondary,56,45.7,18.3
Kerala,Rural,Male,Literate & Upto Primary,71,70.8,0.4
Kerala,Rural,Male,Middle,81.9,79.6,2.8
Kerala,Rural,Male,Not Literate,49.3,48.8,1.1
Kerala,Rural,Male,Post Graduate & Above,97.4,83.6,14.2
Kerala,Rural,Male,Secondary,65.1,61.2,6
Kerala,Rural,Male,Secondary & Above,72.7,63.2,13.1
Kerala,Rural,Person,All,52.8,47.7,9.7
Kerala,Rural,Person,Diploma/Certificate Course,80.6,70.4,12.6
Kerala,Rural,Person,Graduate,64.7,45.1,30.3
Kerala,Rural,Person,Higher Secondary,37.6,29.5,21.7
Kerala,Rural,Person,Literate & Upto Primary,49.6,49.1,1
Kerala,Rural,Person,Middle,56.9,55,3.4
Kerala,Rural,Person,Not Literate,33.7,33.5,0.5
Kerala,Rural,Person,Post Graduate & Above,86.1,62.9,26.9
Kerala,Rural,Person,Secondary,47.7,44.7,6.3
Kerala,Rural,Person,Secondary & Above,54.6,45.3,17
Kerala,Total,Female,All,31.9,27.1,15.1
Kerala,Total,Female,Diploma/Certificate Course,56,46.6,16.8
Kerala,Total,Female,Graduate,47.3,29.5,37.7
Kerala,Total,Female,Higher Secondary,22.4,17.5,22
Kerala,Total,Female,Literate & Upto Primary,25.1,24.6,1.7
Kerala,Total,Female,Middle,30.8,29.6,3.8
Kerala,Total,Female,Not Literate,23.4,23.4,0
Kerala,Total,Female,Post Graduate & Above,70.2,44.6,36.5
Kerala,Total,Female,Secondary,25.5,23.7,7.1
Kerala,Total,Female,Secondary & Above,36.2,27.3,24.6
Kerala,Total,Male,All,71.7,66.5,7.4
Kerala,Total,Male,Diploma/Certificate Course,88.4,77.3,12.5
Kerala,Total,Male,Graduate,78.8,62.7,20.4
Kerala,Total,Male,Higher Secondary,58,49.3,15.1
Kerala,Total,Male,Literate & Upto Primary,68.2,67.7,0.8
Kerala,Total,Male,Middle,78.3,76.1,2.8
Kerala,Total,Male,Not Literate,51.5,50.9,1.3
Kerala,Total,Male,Post Graduate & Above,92.9,83.2,10.5
Kerala,Total,Male,Secondary,65.3,61.1,6.4
Kerala,Total,Male,Secondary & Above,71.4,62.6,12.3
Kerala,Total,Person,All,50.3,45.3,10
Kerala,Total,Person,Diploma/Certificate Course,74.8,64.5,13.8
Kerala,Total,Person,Graduate,60.5,43.4,28.2
Kerala,Total,Person,Higher Secondary,37.6,31,17.5
Kerala,Total,Person,Literate & Upto Primary,45.4,44.9,1.1
Kerala,Total,Person,Middle,53,51.3,3.1
Kerala,Total,Person,Not Literate,32.3,32.1,0.6
Kerala,Total,Person,Post Graduate & Above,79.4,60.2,24.2
Kerala,Total,Person,Secondary,45.8,42.8,6.5
Kerala,Total,Person,Secondary & Above,52.8,44,16.7
Kerala,Urban,Female,All,28.6,23.8,16.7
Kerala,Urban,Female,Diploma/Certificate Course,51.6,39.2,24.1
Kerala,Urban,Female,Graduate,46.1,30.5,33.7
Kerala,Urban,Female,Higher Secondary,19.3,16.3,15.4
Kerala,Urban,Female,Literate & Upto Primary,19.3,19.2,0.6
Kerala,Urban,Female,Middle,25.3,24.7,2.4
Kerala,Urban,Female,Not Literate,18.7,18.7,0
Kerala,Urban,Female,Post Graduate & Above,64.7,41.3,36.1
Kerala,Urban,Female,Secondary,20.2,18.7,7.4
Kerala,Urban,Female,Secondary & Above,34.1,25.4,25.5
Kerala,Urban,Male,All,69.8,64.7,7.4
Kerala,Urban,Male,Diploma/Certificate Course,82.7,73.6,11
Kerala,Urban,Male,Graduate,74,59.1,20.2
Kerala,Urban,Male,Higher Secondary,59.8,52.4,12.4
Kerala,Urban,Male,Literate & Upto Primary,64.7,63.8,1.4
Kerala,Urban,Male,Middle,74.6,72.5,2.9
Kerala,Urban,Male,Not Literate,54.4,53.7,1.4
Kerala,Urban,Male,Post Graduate & Above,90.3,82.9,8.1
Kerala,Urban,Male,Secondary,65.4,61,6.7
Kerala,Urban,Male,Secondary & Above,70.2,62.1,11.5
Kerala,Urban,Person,All,47.7,42.7,10.4
Kerala,Urban,Person,Diploma/Certificate Course,68.9,58.3,15.4
Kerala,Urban,Person,Graduate,57.6,42.3,26.6
Kerala,Urban,Person,Higher Secondary,37.5,32.5,13.2
Kerala,Urban,Person,Literate & Upto Primary,40.2,39.7,1.2
Kerala,Urban,Person,Middle,48.7,47.4,2.7
Kerala,Urban,Person,Not Literate,30.4,30.1,0.8
Kerala,Urban,Person,Post Graduate & Above,75.3,58.5,22.3
Kerala,Urban,Person,Secondary,43.7,40.7,6.9
Kerala,Urban,Person,Secondary & Above,51.1,42.7,16.4
Tamil Nadu,Rural,Female,All,43.9,41.5,5.5
Tamil Nadu,Rural,Female,Diploma/Certificate Course,46.8,32.7,30.1
Tamil Nadu,Rural,Female,Graduate,42,21.8,48.2
Tamil Nadu,Rural,Female,Higher Secondary,25.9,23.2,10.2
Tamil Nadu,Rural,Female,Literate & Upto Primary,55.2,54.8,0.7
Tamil Nadu,Rural,Female,Middle,49.4,49,0.7
Tamil Nadu,Rural,Female,Not Literate,46.9,46.9,0
Tamil Nadu,Rural,Female,Post Graduate & Above,56.4,28.7,49
Tamil Nadu,Rural,Female,Secondary,28.8,28,2.8
Tamil Nadu,Rural,Female,Secondary & Above,32.2,25.2,21.7
Tamil Nadu,Rural,Male,All,77,71.6,7
Tamil Nadu,Rural,Male,Diploma/Certificate Course,97.9,63.2,35.5
Tamil Nadu,Rural,Male,Graduate,89.1,64.9,27.2
Tamil Nadu,Rural,Male,Higher Secondary,53.7,49.1,8.6
Tamil Nadu,Rural,Male,Literate & Upto Primary,86.1,85.8,0.3
Tamil Nadu,Rural,Male,Middle,91.3,89.4,2.1
Tamil Nadu,Rural,Male,Not Literate,63.9,63.2,1
Tamil Nadu,Rural,Male,Post Graduate & Above,88.1,69.6,21
Tamil Nadu,Rural,Male,Secondary,65.1,61.1,6.1
Tamil Nadu,Rural,Male,Secondary & Above,71,58.9,17
Tamil Nadu,Rural,Person,All,59.4,55.6,6.4
Tamil Nadu,Rural,Person,Diploma/Certificate Course,85.3,55.7,34.7
Tamil Nadu,Rural,Person,Graduate,66.3,44,33.6
Tamil Nadu,Rural,Person,Higher Secondary,38.2,34.7,9.2
Tamil Nadu,Rural,Person,Literate & Upto Primary,71.2,70.9,0.5
Tamil Nadu,Rural,Person,Middle,71.2,70.1,1.6
Tamil Nadu,Rural,Person,Not Literate,52.4,52.2,0.4
Tamil Nadu,Rural,Person,Post Graduate & Above,71,47.7,32.9
Tamil Nadu,Rural,Person,Secondary,48.6,46.1,5.2
Tamil Nadu,Rural,Person,Secondary & Above,52.4,42.7,18.4
Tamil Nadu,Total,Female,All,37,34.6,6.5
Tamil Nadu,Total,Female,Diploma/Certificate Course,42.1,33.2,21.1
Tamil Nadu,Total,Female,Graduate,40.3,28.3,29.6
Tamil Nadu,Total,Female,Higher Secondary,20.1,17.7,12
Tamil Nadu,Total,Female,Literate & Upto Primary,44.1,43.8,0.7
Tamil Nadu,Total,Female,Middle,38.5,37.8,2
Tamil Nadu,Total,Female,Not Literate,44,43.8,0.5
Tamil Nadu,Total,Female,Post Graduate & Above,49.9,37.9,24.1
Tamil Nadu,Total,Female,Secondary,21.6,20.9,3.3
Tamil Nadu,Total,Female,Secondary & Above,29,23.7,18.4
Tamil Nadu,Total,Male,All,74.8,69.9,6.6
Tamil Nadu,Total,Male,Diploma/Certificate Course,92.9,72,22.5
Tamil Nadu,Total,Male,Graduate,85.8,70,18.5
Tamil Nadu,Total,Male,Higher Secondary,45.6,42.4,7
Tamil Nadu,Total,Male,Literate & Upto Primary,84.3,84,0.4
Tamil Nadu,Total,Male,Middle,86.9,84.2,3.2
Tamil Nadu,Total,Male,Not Literate,62.1,61.6,0.8
Tamil Nadu,Total,Male,Post Graduate & Above,87.2,78.8,9.7
Tamil Nadu,Total,Male,Secondary,64.5,61.6,4.5
Tamil Nadu,Total,Male,Secondary & Above,69.7,61.1,12.3
Tamil Nadu,Total,Person,All,55.1,51.4,6.6
Tamil Nadu,Total,Person,Diploma/Certificate Course,79.9,62.1,22.3
Tamil Nadu,Total,Person,Graduate,64,50,21.8
Tamil Nadu,Total,Person,Higher Secondary,31.9,29.1,8.7
Tamil Nadu,Total,Person,Literate & Upto Primary,64.3,64,0.5
Tamil Nadu,Total,Person,Middle,63.4,61.6,2.8
Tamil Nadu,Total,Person,Not Literate,49.7,49.3,0.6
Tamil Nadu,Total,Person,Post Graduate & Above,67.5,57.1,15.3
Tamil Nadu,Total,Person,Secondary,44.7,42.8,4.2
Tamil Nadu,Total,Person,Secondary & Above,50.4,43.3,14
Tamil Nadu,Urban,Female,All,28.9,26.4,8.4
Tamil Nadu,Urban,Female,Diploma/Certificate Course,39,33.5,14
Tamil Nadu,Urban,Female,Graduate,39.4,31.5,19.9
Tamil Nadu,Urban,Female,Higher Secondary,14.1,12,15.2
Tamil Nadu,Urban,Female,Literate & Upto Primary,30.5,30.2,0.8
Tamil Nadu,Urban,Female,Middle,26.8,25.6,4.5
Tamil Nadu,Urban,Female,Not Literate,36.8,36,2.1
Tamil Nadu,Urban,Female,Post Graduate & Above,47.8,40.8,14.6
Tamil Nadu,Urban,Female,Secondary,14.6,14,4.2
Tamil Nadu,Urban,Female,Secondary & Above,26.6,22.5,15.4
Tamil Nadu,Urban,Male,All,72.5,68.1,6
Tamil Nadu,Urban,Male,Diploma/Certificate Course,89.3,78.2,12.4
Tamil Nadu,Urban,Male,Graduate,84.2,72.4,14.1
Tamil Nadu,Urban,Male,Higher Secondary,38.4,36.5,5
Tamil Nadu,Urban,Male,Literate & Upto Primary,81.9,81.4,0.6
Tamil Nadu,Urban,Male,Middle,81.8,78.1,4.6
Tamil Nadu,Urban,Male,Not Literate,56.6,56.6,0
Tamil Nadu,Urban,Male,Post Graduate & Above,87,81.7,6.1
Tamil Nadu,Urban,Male,Secondary,63.8,62,2.8
Tamil Nadu,Urban,Male,Secondary & Above,68.7,62.6,8.8
Tamil Nadu,Urban,Person,All,50.2,46.8,6.7
Tamil Nadu,Urban,Person,Diploma/Certificate Course,76.2,66.5,12.6
Tamil Nadu,Urban,Person,Graduate,62.9,52.9,15.8
Tamil Nadu,Urban,Person,Higher Secondary,25.8,23.8,7.9
Tamil Nadu,Urban,Person,Literate & Upto Primary,55.2,54.8,0.6
Tamil Nadu,Urban,Person,Middle,54.7,52.2,4.5
Tamil Nadu,Urban,Person,Not Literate,42.3,41.7,1.3
Tamil Nadu,Urban,Person,Post Graduate & Above,66.3,60.1,9.3
Tamil Nadu,Urban,Person,Secondary,40.9,39.6,3.1
Tamil Nadu,Urban,Person,Secondary & Above,48.9,43.7,10.5
Tamil Nadu,Rural,Female,All,47.6,46,3.4
Tamil Nadu,Rural,Female,Diploma/Certificate Course,47,40.1,14.8
Tamil Nadu,Rural,Female,Graduate,36.6,24.4,33.4
Tamil Nadu,Rural,Female,Higher Secondary,20.4,19,6.9
Tamil Nadu,Rural,Female,Literate & Upto Primary,66.9,66.9,0
Tamil Nadu,Rural,Female,Middle,45.2,44.5,1.5
Tamil Nadu,Rural,Female,Not Literate,56.1,56.1,0
Tamil Nadu,Rural,Female,Post Graduate & Above,64.2,32.7,49
Tamil Nadu,Rural,Female,Secondary,31.1,30.8,0.9
Tamil Nadu,Rural,Female,Secondary & Above,30.4,25.9,14.7
Tamil Nadu,Rural,Male,All,79.4,74.6,6
Tamil Nadu,Rural,Male,Diploma/Certificate Course,95.4,75.9,20.4
Tamil Nadu,Rural,Male,Graduate,87,61.8,29
Tamil Nadu,Rural,Male,Higher Secondary,51.9,47.2,8.9
Tamil Nadu,Rural,Male,Literate & Upto Primary,90.3,90.3,0
Tamil Nadu,Rural,Male,Middle,91.1,88.2,3.2
Tamil Nadu,Rural,Male,Not Literate,71.3,71.3,0
Tamil Nadu,Rural,Male,Post Graduate & Above,87.1,78.2,10.2
Tamil Nadu,Rural,Male,Secondary,67.4,64.5,4.4
Tamil Nadu,Rural,Male,Secondary & Above,71.4,61.4,14.1
Tamil Nadu,Rural,Person,All,63,59.8,5
Tamil Nadu,Rural,Person,Diploma/Certificate Course,82.5,66.4,19.6
Tamil Nadu,Rural,Person,Graduate,63.9,44.6,30.2
Tamil Nadu,Rural,Person,Higher Secondary,34.8,31.9,8.3
Tamil Nadu,Rural,Person,Literate & Upto Primary,78.5,78.5,0
Tamil Nadu,Rural,Person,Middle,70,68.1,2.7
Tamil Nadu,Rural,Person,Not Literate,61.4,61.4,0
Tamil Nadu,Rural,Person,Post Graduate & Above,76.4,57,25.4
Tamil Nadu,Rural,Person,Secondary,50.8,49,3.4
Tamil Nadu,Rural,Person,Secondary & Above,52.3,44.8,14.3
Tamil Nadu,Total,Female,All,40.2,38.3,4.7
Tamil Nadu,Total,Female,Diploma/Certificate Course,47.4,39,17.8
Tamil Nadu,Total,Female,Graduate,42.9,33.1,22.8
Tamil Nadu,Total,Female,Higher Secondary,18.6,17.5,6.2
Tamil Nadu,Total,Female,Literate & Upto Primary,52.7,52.6,0.1
Tamil Nadu,Total,Female,Middle,36.9,36.4,1.1
Tamil Nadu,Total,Female,Not Literate,48.8,48.8,0
Tamil Nadu,Total,Female,Post Graduate & Above,58.5,45.6,22
Tamil Nadu,Total,Female,Secondary,24.2,23.9,1.1
Tamil Nadu,Total,Female,Secondary & Above,31.3,26.8,14.2
Tamil Nadu,Total,Male,All,77.9,73.5,5.7
Tamil Nadu,Total,Male,Diploma/Certificate Course,92.8,77.8,16.2
Tamil Nadu,Total,Male,Graduate,85.3,68.7,19.5
Tamil Nadu,Total,Male,Higher Secondary,51.3,48.1,6.2
Tamil Nadu,Total,Male,Literate & Upto Primary,87.3,87.1,0.2
Tamil Nadu,Total,Male,Middle,87.8,85.3,2.9
Tamil Nadu,Total,Male,Not Literate,72,71.7,0.5
Tamil Nadu,Total,Male,Post Graduate & Above,85.9,79.6,7.3
Tamil Nadu,Total,Male,Secondary,67.2,64.7,3.8
Tamil Nadu,Total,Male,Secondary & Above,72,64.3,10.8
Tamil Nadu,Total,Person,All,58.4,55.3,5.3
Tamil Nadu,Total,Person,Diploma/Certificate Course,81.4,68,16.4
Tamil Nadu,Total,Person,Graduate,64.6,51.3,20.6
Tamil Nadu,Total,Person,Higher Secondary,33.8,31.7,6.2
Tamil Nadu,Total,Person,Literate & Upto Primary,69.3,69.2,0.2
Tamil Nadu,Total,Person,Middle,63.6,62,2.4
Tamil Nadu,Total,Person,Not Literate,56.6,56.5,0.2
Tamil Nadu,Total,Person,Post Graduate & Above,71.8,62.1,13.5
Tamil Nadu,Total,Person,Secondary,48.1,46.5,3.2
Tamil Nadu,Total,Person,Secondary & Above,52.8,46.6,11.7
Tamil Nadu,Urban,Female,All,32.1,29.8,6.9
Tamil Nadu,Urban,Female,Diploma/Certificate Course,47.8,37.8,20.9
Tamil Nadu,Urban,Female,Graduate,45.9,37.2,18.9
Tamil Nadu,Urban,Female,Higher Secondary,17,16,5.4
Tamil Nadu,Urban,Female,Literate & Upto Primary,35.2,35.1,0.3
Tamil Nadu,Urban,Female,Middle,27.6,27.5,0.5
Tamil Nadu,Urban,Female,Not Literate,34,34,0
Tamil Nadu,Urban,Female,Post Graduate & Above,57.2,48.6,15
Tamil Nadu,Urban,Female,Secondary,16.6,16.3,1.5
Tamil Nadu,Urban,Female,Secondary & Above,31.9,27.5,13.9
Tamil Nadu,Urban,Male,All,76.2,72.2,5.3
Tamil Nadu,Urban,Male,Diploma/Certificate Course,90.5,79.6,12.1
Tamil Nadu,Urban,Male,Graduate,84.4,72.6,14
Tamil Nadu,Urban,Male,Higher Secondary,50.8,48.9,3.6
Tamil Nadu,Urban,Male,Literate & Upto Primary,83,82.6,0.5
Tamil Nadu,Urban,Male,Middle,83.5,81.5,2.4
Tamil Nadu,Urban,Male,Not Literate,73.9,72.7,1.5
Tamil Nadu,Urban,Male,Post Graduate & Above,85.6,80,6.5
Tamil Nadu,Urban,Male,Secondary,67.1,65,3.1
Tamil Nadu,Urban,Male,Secondary & Above,72.5,66.5,8.3
Tamil Nadu,Urban,Person,All,53.5,50.4,5.8
Tamil Nadu,Urban,Person,Diploma/Certificate Course,80.3,69.6,13.4
Tamil Nadu,Urban,Person,Graduate,65,54.8,15.7
Tamil Nadu,Urban,Person,Higher Secondary,32.9,31.5,4.1
Tamil Nadu,Urban,Person,Literate & Upto Primary,57.3,57,0.5
Tamil Nadu,Urban,Person,Middle,55.8,54.7,1.9
Tamil Nadu,Urban,Person,Not Literate,46.3,45.9,0.8
Tamil Nadu,Urban,Person,Post Graduate & Above,70.6,63.5,10.1
Tamil Nadu,Urban,Person,Secondary,45.3,44,2.9
Tamil Nadu,Urban,Person,Secondary & Above,53.3,48,9.8
Puducherry,Rural,Female,All,41.6,37.4,10
Puducherry,Rural,Female,Diploma/Certificate Course,86.3,86.3,0
Puducherry,Rural,Female,Graduate,18.5,5.3,71.6
Puducherry,Rural,Female,Higher Secondary,22.9,16.9,26.1
Puducherry,Rural,Female,Literate & Upto Primary,62.6,62.6,0
Puducherry,Rural,Female,Middle,51.9,43.4,16.4
Puducherry,Rural,Female,Not Literate,28.2,28.2,0
Puducherry,Rural,Female,Post Graduate & Above,51.9,51.9,0
Puducherry,Rural,Female,Secondary,33.7,30.3,10.2
Puducherry,Rural,Female,Secondary & Above,35.6,29.9,16
Puducherry,Rural,Male,All,86.3,75.5,12.5
Puducherry,Rural,Male,Diploma/Certificate Course,82.4,64.7,21.5
Puducherry,Rural,Male,Graduate,97.1,58.8,39.5
Puducherry,Rural,Male,Higher Secondary,86.7,83.9,3.2
Puducherry,Rural,Male,Literate & Upto Primary,93.5,84.3,9.9
Puducherry,Rural,Male,Middle,97.9,96.5,1.5
Puducherry,Rural,Male,Not Literate,57.4,40.8,28.8
Puducherry,Rural,Male,Post Graduate & Above,100,91.1,8.9
Puducherry,Rural,Male,Secondary,49.1,49.1,0
Puducherry,Rural,Male,Secondary & Above,82.7,67.7,18.1
Puducherry,Rural,Person,All,61.6,54.5,11.6
Puducherry,Rural,Person,Diploma/Certificate Course,83.8,72.3,13.7
Puducherry,Rural,Person,Graduate,54.3,29.6,45.4
Puducherry,Rural,Person,Higher Secondary,57.5,53.3,7.4
Puducherry,Rural,Person,Literate & Upto Primary,77.5,73.1,5.8
Puducherry,Rural,Person,Middle,75.4,70.5,6.5
Puducherry,Rural,Person,Not Literate,35.8,31.5,12
Puducherry,Rural,Person,Post Graduate & Above,70.9,67.4,4.9
Puducherry,Rural,Person,Secondary,38.4,36,6.2
Puducherry,Rural,Person,Secondary & Above,57.5,47.5,17.4
Puducherry,Total,Female,All,31.2,28.8,7.6
Puducherry,Total,Female,Diploma/Certificate Course,58.5,58.5,0
Puducherry,Total,Female,Graduate,35.6,26.8,24.7
Puducherry,Total,Female,Higher Secondary,12.4,10.5,15.3
Puducherry,Total,Female,Literate & Upto Primary,40.6,40.6,0
Puducherry,Total,Female,Middle,31.6,28.4,10
Puducherry,Total,Female,Not Literate,24.5,24.5,0
Puducherry,Total,Female,Post Graduate & Above,47.6,44.1,7.4
Puducherry,Total,Female,Secondary,25,23.7,5.2
Puducherry,Total,Female,Secondary & Above,30.1,26.7,11.2
Puducherry,Total,Male,All,76.7,70,8.7
Puducherry,Total,Male,Diploma/Certificate Course,83.3,70.9,14.8
Puducherry,Total,Male,Graduate,81.8,64.3,21.4
Puducherry,Total,Male,Higher Secondary,58.2,56.4,3.2
Puducherry,Total,Male,Literate & Upto Primary,82.5,76.7,7
Puducherry,Total,Male,Middle,88.1,85.5,2.9
Puducherry,Total,Male,Not Literate,64.9,57.4,11.5
Puducherry,Total,Male,Post Graduate & Above,87.1,80.9,7.1
Puducherry,Total,Male,Secondary,59.8,58.1,2.9
Puducherry,Total,Male,Secondary & Above,72.5,64.2,11.4
Puducherry,Total,Person,All,52.1,47.8,8.3
Puducherry,Total,Person,Diploma/Certificate Course,74.2,66.4,10.5
Puducherry,Total,Person,Graduate,60,46.6,22.3
Puducherry,Total,Person,Higher Secondary,34.3,32.4,5.5
Puducherry,Total,Person,Literate & Upto Primary,59.4,56.8,4.4
Puducherry,Total,Person,Middle,59.3,56.5,4.8
Puducherry,Total,Person,Not Literate,36.1,34,5.9
Puducherry,Total,Person,Post Graduate & Above,65.6,60.9,7.2
Puducherry,Total,Person,Secondary,38.6,37.1,3.8
Puducherry,Total,Person,Secondary & Above,50.7,44.9,11.4
Puducherry,Urban,Female,All,25.3,23.9,5.2
Puducherry,Urban,Female,Diploma/Certificate Course,37.1,37.1,0
Puducherry,Urban,Female,Graduate,44.4,37.9,14.6
Puducherry,Urban,Female,Higher Secondary,9.1,8.5,6.7
Puducherry,Urban,Female,Literate & Upto Primary,26.7,26.7,0
Puducherry,Urban,Female,Middle,19.6,19.6,0
Puducherry,Urban,Female,Not Literate,20.6,20.6,0
Puducherry,Urban,Female,Post Graduate & Above,46.6,42.1,9.5
Puducherry,Urban,Female,Secondary,19.7,19.7,0
Puducherry,Urban,Female,Secondary & Above,27.6,25.3,8.4
Puducherry,Urban,Male,All,71.6,67.1,6.3
Puducherry,Urban,Male,Diploma/Certificate Course,84,76.3,9.2
Puducherry,Urban,Male,Graduate,76.6,66.2,13.6
Puducherry,Urban,Male,Higher Secondary,45.3,43.8,3.1
Puducherry,Urban,Male,Literate & Upto Primary,73.6,70.7,4
Puducherry,Urban,Male,Middle,81.5,78.2,4
Puducherry,Urban,Male,Not Literate,71.1,71.1,0
Puducherry,Urban,Male,Post Graduate & Above,84.7,79,6.7
Puducherry,Urban,Male,Secondary,63.5,61.2,3.7
Puducherry,Urban,Male,Secondary & Above,68.3,62.7,8.1
Puducherry,Urban,Person,All,46.9,44.1,6
Puducherry,Urban,Person,Diploma/Certificate Course,66.3,61.5,7.2
Puducherry,Urban,Person,Graduate,62.5,53.8,13.9
Puducherry,Urban,Person,Higher Secondary,25.5,24.5,3.8
Puducherry,Urban,Person,Literate & Upto Primary,46.6,45.3,2.7
Puducherry,Urban,Person,Middle,49.2,47.7,3.2
Puducherry,Urban,Person,Not Literate,36.4,36.4,0
Puducherry,Urban,Person,Post Graduate & Above,64.5,59.5,7.8
Puducherry,Urban,Person,Secondary,38.6,37.6,2.6
Puducherry,Urban,Person,Secondary & Above,47.7,43.8,8.2
Puducherry,Rural,Female,All,38.7,35.2,9.2
Puducherry,Rural,Female,Diploma/Certificate Course,86.6,22.2,74.4
Puducherry,Rural,Female,Graduate,39,21.6,44.6
Puducherry,Rural,Female,Higher Secondary,22.7,22.4,1.5
Puducherry,Rural,Female,Literate & Upto Primary,34.8,34.8,0
Puducherry,Rural,Female,Middle,49.4,49.4,0
Puducherry,Rural,Female,Not Literate,30.8,30.8,0
Puducherry,Rural,Female,Post Graduate & Above,3.5,3.5,0
Puducherry,Rural,Female,Secondary,58.6,56.1,4.3
Puducherry,Rural,Female,Secondary & Above,41.7,33.7,19.1
Puducherry,Rural,Male,All,78,72.7,6.8
Puducherry,Rural,Male,Diploma/Certificate Course,86.8,82.2,5.3
Puducherry,Rural,Male,Graduate,88.9,80.3,9.7
Puducherry,Rural,Male,Higher Secondary,63.3,51.8,18.2
Puducherry,Rural,Male,Literate & Upto Primary,73.5,73.5,0
Puducherry,Rural,Male,Middle,76.6,65.6,14.4
Puducherry,Rural,Male,Not Literate,61.2,61.2,0
Puducherry,Rural,Male,Post Graduate & Above,100,91.6,8.4
Puducherry,Rural,Male,Secondary,85.7,85.7,0
Puducherry,Rural,Male,Secondary & Above,83,78.1,5.9
Puducherry,Rural,Person,All,58.2,53.8,7.6
Puducherry,Rural,Person,Diploma/Certificate Course,86.8,73.5,15.3
Puducherry,Rural,Person,Graduate,58,43.9,24.3
Puducherry,Rural,Person,Higher Secondary,39.5,34.5,12.5
Puducherry,Rural,Person,Literate & Upto Primary,49.5,49.5,0
Puducherry,Rural,Person,Middle,67.4,60.1,10.8
Puducherry,Rural,Person,Not Literate,39.9,39.9,0
Puducherry,Rural,Person,Post Graduate & Above,80.1,73.4,8.3
Puducherry,Rural,Person,Secondary,74.2,73.1,1.4
Puducherry,Rural,Person,Secondary & Above,63.8,57.5,9.9
Puducherry,Total,Female,All,31.6,28.4,10.3
Puducherry,Total,Female,Diploma/Certificate Course,72.4,44.6,38.3
Puducherry,Total,Female,Graduate,40.7,30.2,25.9
Puducherry,Total,Female,Higher Secondary,14.9,13.4,10
Puducherry,Total,Female,Literate & Upto Primary,28.7,28.7,0
Puducherry,Total,Female,Middle,28.3,28.3,0
Puducherry,Total,Female,Not Literate,25.8,25.8,0
Puducherry,Total,Female,Post Graduate & Above,46.3,35.7,23
Puducherry,Total,Female,Secondary,39.7,37.6,5.2
Puducherry,Total,Female,Secondary & Above,35.4,29,18
Puducherry,Total,Male,All,71.6,67,6.4
Puducherry,Total,Male,Diploma/Certificate Course,84.9,79.5,6.3
Puducherry,Total,Male,Graduate,84,70,16.6
Puducherry,Total,Male,Higher Secondary,45.4,41.5,8.8
Puducherry,Total,Male,Literate & Upto Primary,71.5,71.5,0
Puducherry,Total,Male,Middle,80.2,74.6,7
Puducherry,Total,Male,Not Literate,58.9,58.9,0
Puducherry,Total,Male,Post Graduate & Above,68.4,67.3,1.6
Puducherry,Total,Male,Secondary,71,69.8,1.6
Puducherry,Total,Male,Secondary & Above,70.1,64.8,7.6
Puducherry,Total,Person,All,51.7,47.7,7.6
Puducherry,Total,Person,Diploma/Certificate Course,83.2,74.8,10.1
Puducherry,Total,Person,Graduate,61.6,49.4,19.8
Puducherry,Total,Person,Higher Secondary,30.7,27.9,9.1
Puducherry,Total,Person,Literate & Upto Primary,42.3,42.3,0
Puducherry,Total,Person,Middle,56.2,53.2,5.4
Puducherry,Total,Person,Not Literate,36,36,0
Puducherry,Total,Person,Post Graduate & Above,59.4,54.4,8.4
Puducherry,Total,Person,Secondary,58,56.4,2.6
Puducherry,Total,Person,Secondary & Above,54.9,49.1,10.5
Puducherry,Urban,Female,All,28.2,25.1,11
Puducherry,Urban,Female,Diploma/Certificate Course,61.6,61.6,0
Puducherry,Urban,Female,Graduate,41.3,32.8,20.5
Puducherry,Urban,Female,Higher Secondary,10.3,8.2,21
Puducherry,Urban,Female,Literate & Upto Primary,25.6,25.6,0
Puducherry,Urban,Female,Middle,21.9,21.9,0
Puducherry,Urban,Female,Not Literate,19.2,19.2,0
Puducherry,Urban,Female,Post Graduate & Above,48.6,37.4,23.1
Puducherry,Urban,Female,Secondary,28.4,26.6,6.4
Puducherry,Urban,Female,Secondary & Above,32.8,27.1,17.5
Puducherry,Urban,Male,All,68.6,64.3,6.2
Puducherry,Urban,Male,Diploma/Certificate Course,83.6,77.7,7
Puducherry,Urban,Male,Graduate,83.1,68.2,18
Puducherry,Urban,Male,Higher Secondary,39.7,38.2,4
Puducherry,Urban,Male,Literate & Upto Primary,69.9,69.9,0
Puducherry,Urban,Male,Middle,82.5,80.4,2.5
Puducherry,Urban,Male,Not Literate,56,56,0
Puducherry,Urban,Male,Post Graduate & Above,63.5,63.5,0
Puducherry,Urban,Male,Secondary,62.7,61,2.8
Puducherry,Urban,Male,Secondary & Above,65.6,60.1,8.3
Puducherry,Urban,Person,All,48.5,44.8,7.6
Puducherry,Urban,Person,Diploma/Certificate Course,80.7,75.6,6.3
Puducherry,Urban,Person,Graduate,62.5,50.8,18.8
Puducherry,Urban,Person,Higher Secondary,26.8,25,6.9
