State,Residence_Type,Gender,Age group,Attendance ratio
Madhya Pradesh,Total,Person,18-23 years,23.5
Madhya Pradesh,Total,Person,24-29 years,3.3
Madhya Pradesh,Total,Person,30-35 years,0.3
Madhya Pradesh,Total,Person,3-35 years,40.8
Madhya Pradesh,Total,Person,3-5 years,24.7
Madhya Pradesh,Total,Person,5-29 years,50.4
Madhya Pradesh,Total,Person,6-10 years,92.9
Madhya Pradesh,Urban,Female,11-13 years,95
Madhya Pradesh,Urban,Female,14-17 years,79.1
Madhya Pradesh,Urban,Female,18-23 years,36.8
Madhya Pradesh,Urban,Female,24-29 years,4.8
Madhya Pradesh,Urban,Female,30-35 years,0.4
Madhya Pradesh,Urban,Female,3-35 years,43.4
Madhya Pradesh,Urban,Female,3-5 years,42.4
Madhya Pradesh,Urban,Female,5-29 years,51.4
Madhya Pradesh,Urban,Female,6-10 years,99.2
Madhya Pradesh,Urban,Male,11-13 years,96.6
Madhya Pradesh,Urban,Male,14-17 years,83.5
Madhya Pradesh,Urban,Male,18-23 years,42.5
Madhya Pradesh,Urban,Male,24-29 years,4.5
Madhya Pradesh,Urban,Male,30-35 years,0.4
Madhya Pradesh,Urban,Male,3-35 years,47.5
Madhya Pradesh,Urban,Male,3-5 years,48.8
Madhya Pradesh,Urban,Male,5-29 years,58.5
Madhya Pradesh,Urban,Male,6-10 years,95.2
Madhya Pradesh,Urban,Person,11-13 years,95.9
Madhya Pradesh,Urban,Person,14-17 years,81.6
Madhya Pradesh,Urban,Person,18-23 years,39.7
Madhya Pradesh,Urban,Person,24-29 years,4.6
Madhya Pradesh,Urban,Person,30-35 years,0.4
Madhya Pradesh,Urban,Person,3-35 years,45.6
Madhya Pradesh,Urban,Person,3-5 years,46
Madhya Pradesh,Urban,Person,5-29 years,55.2
Madhya Pradesh,Urban,Person,6-10 years,96.8
Gujarat,Rural,Female,11-13 years,92.4
Gujarat,Rural,Female,14-17 years,64.7
Gujarat,Rural,Female,18-23 years,9.3
Gujarat,Rural,Female,24-29 years,0.5
Gujarat,Rural,Female,30-35 years,0
Gujarat,Rural,Female,3-35 years,38.7
Gujarat,Rural,Female,3-5 years,26.8
Gujarat,Rural,Female,5-29 years,46.2
Gujarat,Rural,Female,6-10 years,95.9
Gujarat,Rural,Male,11-13 years,91.1
Gujarat,Rural,Male,14-17 years,69.6
Gujarat,Rural,Male,18-23 years,19.8
Gujarat,Rural,Male,24-29 years,0.2
Gujarat,Rural,Male,30-35 years,0
Gujarat,Rural,Male,3-35 years,41
Gujarat,Rural,Male,3-5 years,25.5
Gujarat,Rural,Male,5-29 years,49.5
Gujarat,Rural,Male,6-10 years,98.4
Gujarat,Rural,Person,11-13 years,91.8
Gujarat,Rural,Person,14-17 years,67.4
Gujarat,Rural,Person,18-23 years,14.7
Gujarat,Rural,Person,24-29 years,0.4
Gujarat,Rural,Person,30-35 years,0
Gujarat,Rural,Person,3-35 years,39.9
Gujarat,Rural,Person,3-5 years,26.1
Gujarat,Rural,Person,5-29 years,47.9
Gujarat,Rural,Person,6-10 years,97.2
Gujarat,Total,Female,11-13 years,93.8
Gujarat,Total,Female,14-17 years,71
Gujarat,Total,Female,18-23 years,16.1
Gujarat,Total,Female,24-29 years,0.7
Gujarat,Total,Female,30-35 years,0.2
Gujarat,Total,Female,3-35 years,38.6
Gujarat,Total,Female,3-5 years,34.3
Gujarat,Total,Female,5-29 years,46.3
Gujarat,Total,Female,6-10 years,95.9
Gujarat,Total,Male,11-13 years,93.6
Gujarat,Total,Male,14-17 years,77.7
Gujarat,Total,Male,18-23 years,24.4
Gujarat,Total,Male,24-29 years,0.5
Gujarat,Total,Male,30-35 years,0
Gujarat,Total,Male,3-35 years,41.6
Gujarat,Total,Male,3-5 years,29.2
Gujarat,Total,Male,5-29 years,51.1
Gujarat,Total,Male,6-10 years,98.7
Gujarat,Total,Person,11-13 years,93.7
Gujarat,Total,Person,14-17 years,74.8
Gujarat,Total,Person,18-23 years,20.5
Gujarat,Total,Person,24-29 years,0.6
Gujarat,Total,Person,30-35 years,0.1
Gujarat,Total,Person,3-35 years,40.2
Gujarat,Total,Person,3-5 years,31.4
Gujarat,Total,Person,5-29 years,48.9
Gujarat,Total,Person,6-10 years,97.5
Gujarat,Urban,Female,11-13 years,97.3
Gujarat,Urban,Female,14-17 years,86.9
Gujarat,Urban,Female,18-23 years,28
Gujarat,Urban,Female,24-29 years,0.9
Gujarat,Urban,Female,30-35 years,0.4
Gujarat,Urban,Female,3-35 years,38.4
Gujarat,Urban,Female,3-5 years,48.5
Gujarat,Urban,Female,5-29 years,46.5
Gujarat,Urban,Female,6-10 years,95.9
Gujarat,Urban,Male,11-13 years,98.4
Gujarat,Urban,Male,14-17 years,92.4
Gujarat,Urban,Male,18-23 years,31.4
Gujarat,Urban,Male,24-29 years,0.8
Gujarat,Urban,Male,30-35 years,0
Gujarat,Urban,Male,3-35 years,42.6
Gujarat,Urban,Male,3-5 years,35
Gujarat,Urban,Male,5-29 years,53.6
Gujarat,Urban,Male,6-10 years,99.1
Gujarat,Urban,Person,11-13 years,97.9
Gujarat,Urban,Person,14-17 years,90.3
Gujarat,Urban,Person,18-23 years,29.8
Gujarat,Urban,Person,24-29 years,0.9
Gujarat,Urban,Person,30-35 years,0.2
Gujarat,Urban,Person,3-35 years,40.8
Gujarat,Urban,Person,3-5 years,40.6
Gujarat,Urban,Person,5-29 years,50.5
Gujarat,Urban,Person,6-10 years,97.9
Maharashtra,Rural,Female,11-13 years,95.9
Maharashtra,Rural,Female,14-17 years,83.9
Maharashtra,Rural,Female,18-23 years,24.8
Maharashtra,Rural,Female,24-29 years,0.4
Maharashtra,Rural,Female,30-35 years,0
Maharashtra,Rural,Female,3-35 years,41.7
Maharashtra,Rural,Female,3-5 years,29.1
Maharashtra,Rural,Female,5-29 years,51.3
Maharashtra,Rural,Female,6-10 years,97.2
Maharashtra,Rural,Male,11-13 years,97.4
Maharashtra,Rural,Male,14-17 years,87.5
Maharashtra,Rural,Male,18-23 years,41.4
Maharashtra,Rural,Male,24-29 years,2.1
Maharashtra,Rural,Male,30-35 years,0
Maharashtra,Rural,Male,3-35 years,46.8
Maharashtra,Rural,Male,3-5 years,32.9
Maharashtra,Rural,Male,5-29 years,58.4
Maharashtra,Rural,Male,6-10 years,98.7
Maharashtra,Rural,Person,11-13 years,96.6
Maharashtra,Rural,Person,14-17 years,85.9
Maharashtra,Rural,Person,18-23 years,34.2
Maharashtra,Rural,Person,24-29 years,1.2
Maharashtra,Rural,Person,30-35 years,0
Maharashtra,Rural,Person,3-35 years,44.5
Maharashtra,Rural,Person,3-5 years,31.2
Maharashtra,Rural,Person,5-29 years,55.1
Maharashtra,Rural,Person,6-10 years,98.1
Maharashtra,Total,Female,11-13 years,96
Maharashtra,Total,Female,14-17 years,86.3
Maharashtra,Total,Female,18-23 years,29.1
Maharashtra,Total,Female,24-29 years,1.1
Maharashtra,Total,Female,30-35 years,0.2
Maharashtra,Total,Female,3-35 years,41.3
Maharashtra,Total,Female,3-5 years,40.8
Maharashtra,Total,Female,5-29 years,50.4
Maharashtra,Total,Female,6-10 years,97.3
Maharashtra,Total,Male,11-13 years,97.9
Maharashtra,Total,Male,14-17 years,86
Maharashtra,Total,Male,18-23 years,42
Maharashtra,Total,Male,24-29 years,3.3
Maharashtra,Total,Male,30-35 years,0.2
Maharashtra,Total,Male,3-35 years,45.5
Maharashtra,Total,Male,3-5 years,37.6
Maharashtra,Total,Male,5-29 years,56.7
Maharashtra,Total,Male,6-10 years,98.6
Maharashtra,Total,Person,11-13 years,97
Maharashtra,Total,Person,14-17 years,86.2
Maharashtra,Total,Person,18-23 years,36.2
Maharashtra,Total,Person,24-29 years,2.3
Maharashtra,Total,Person,30-35 years,0.2
Maharashtra,Total,Person,3-35 years,43.6
Maharashtra,Total,Person,3-5 years,39.1
Maharashtra,Total,Person,5-29 years,53.8
Maharashtra,Total,Person,6-10 years,98
Maharashtra,Urban,Female,11-13 years,96.3
Maharashtra,Urban,Female,14-17 years,90.3
Maharashtra,Urban,Female,18-23 years,34.2
Maharashtra,Urban,Female,24-29 years,1.9
Maharashtra,Urban,Female,30-35 years,0.4
Maharashtra,Urban,Female,3-35 years,40.8
Maharashtra,Urban,Female,3-5 years,55.8
Maharashtra,Urban,Female,5-29 years,49.3
Maharashtra,Urban,Female,6-10 years,97.3
Maharashtra,Urban,Male,11-13 years,98.4
Maharashtra,Urban,Male,14-17 years,83.9
Maharashtra,Urban,Male,18-23 years,42.7
Maharashtra,Urban,Male,24-29 years,4.5
Maharashtra,Urban,Male,30-35 years,0.3
Maharashtra,Urban,Male,3-35 years,43.9
Maharashtra,Urban,Male,3-5 years,44.4
Maharashtra,Urban,Male,5-29 years,54.6
Maharashtra,Urban,Male,6-10 years,98.5
Maharashtra,Urban,Person,11-13 years,97.5
Maharashtra,Urban,Person,14-17 years,86.6
Maharashtra,Urban,Person,18-23 years,38.8
Maharashtra,Urban,Person,24-29 years,3.2
Maharashtra,Urban,Person,30-35 years,0.4
Maharashtra,Urban,Person,3-35 years,42.5
Maharashtra,Urban,Person,3-5 years,50
Maharashtra,Urban,Person,5-29 years,52.2
Maharashtra,Urban,Person,6-10 years,98
Andhra Pradesh,Rural,Female,11-13 years,94.8
Andhra Pradesh,Rural,Female,14-17 years,76.2
Andhra Pradesh,Rural,Female,18-23 years,13.1
Andhra Pradesh,Rural,Female,24-29 years,0.1
Andhra Pradesh,Rural,Female,30-35 years,0
Andhra Pradesh,Rural,Female,3-35 years,35.5
Andhra Pradesh,Rural,Female,3-5 years,26.5
Andhra Pradesh,Rural,Female,5-29 years,45.5
Andhra Pradesh,Rural,Female,6-10 years,96.7
Andhra Pradesh,Rural,Male,11-13 years,96.1
Andhra Pradesh,Rural,Male,14-17 years,83.7
Andhra Pradesh,Rural,Male,18-23 years,27.2
Andhra Pradesh,Rural,Male,24-29 years,0.8
Andhra Pradesh,Rural,Male,30-35 years,0
Andhra Pradesh,Rural,Male,3-35 years,41.5
Andhra Pradesh,Rural,Male,3-5 years,35.7
Andhra Pradesh,Rural,Male,5-29 years,52.2
Andhra Pradesh,Rural,Male,6-10 years,97.7
Andhra Pradesh,Rural,Person,11-13 years,95.5
Andhra Pradesh,Rural,Person,14-17 years,79.7
Andhra Pradesh,Rural,Person,18-23 years,20.5
Andhra Pradesh,Rural,Person,24-29 years,0.4
Andhra Pradesh,Rural,Person,30-35 years,0
Andhra Pradesh,Rural,Person,3-35 years,38.5
Andhra Pradesh,Rural,Person,3-5 years,31.8
Andhra Pradesh,Rural,Person,5-29 years,48.9
Andhra Pradesh,Rural,Person,6-10 years,97.2
Andhra Pradesh,Total,Female,11-13 years,96.2
Andhra Pradesh,Total,Female,14-17 years,79.7
Andhra Pradesh,Total,Female,18-23 years,22.6
Andhra Pradesh,Total,Female,24-29 years,1.1
Andhra Pradesh,Total,Female,30-35 years,0.2
Andhra Pradesh,Total,Female,3-35 years,39.1
Andhra Pradesh,Total,Female,3-5 years,34.7
Andhra Pradesh,Total,Female,5-29 years,49.4
Andhra Pradesh,Total,Female,6-10 years,96.6
Andhra Pradesh,Total,Male,11-13 years,97.2
Andhra Pradesh,Total,Male,14-17 years,86.3
Andhra Pradesh,Total,Male,18-23 years,31.9
Andhra Pradesh,Total,Male,24-29 years,1.6
Andhra Pradesh,Total,Male,30-35 years,0
Andhra Pradesh,Total,Male,3-35 years,44.3
Andhra Pradesh,Total,Male,3-5 years,40
Andhra Pradesh,Total,Male,5-29 years,55.5
Andhra Pradesh,Total,Male,6-10 years,98.3
Andhra Pradesh,Total,Person,11-13 years,96.7
Andhra Pradesh,Total,Person,14-17 years,83
Andhra Pradesh,Total,Person,18-23 years,27.2
Andhra Pradesh,Total,Person,24-29 years,1.3
Andhra Pradesh,Total,Person,30-35 years,0.1
Andhra Pradesh,Total,Person,3-35 years,41.8
Andhra Pradesh,Total,Person,3-5 years,37.9
Andhra Pradesh,Total,Person,5-29 years,52.5
Andhra Pradesh,Total,Person,6-10 years,97.5
Andhra Pradesh,Urban,Female,11-13 years,98.8
Andhra Pradesh,Urban,Female,14-17 years,88
Andhra Pradesh,Urban,Female,18-23 years,39.9
Andhra Pradesh,Urban,Female,24-29 years,3.4
Andhra Pradesh,Urban,Female,30-35 years,0.7
Andhra Pradesh,Urban,Female,3-35 years,47.1
Andhra Pradesh,Urban,Female,3-5 years,58.7
Andhra Pradesh,Urban,Female,5-29 years,57.5
Andhra Pradesh,Urban,Female,6-10 years,96.3
Andhra Pradesh,Urban,Male,11-13 years,99.4
Andhra Pradesh,Urban,Male,14-17 years,90.5
Andhra Pradesh,Urban,Male,18-23 years,43.7
Andhra Pradesh,Urban,Male,24-29 years,3.3
Andhra Pradesh,Urban,Male,30-35 years,0.1
Andhra Pradesh,Urban,Male,3-35 years,50.3
Andhra Pradesh,Urban,Male,3-5 years,48.7
Andhra Pradesh,Urban,Male,5-29 years,62.4
Andhra Pradesh,Urban,Male,6-10 years,99.5
Andhra Pradesh,Urban,Person,11-13 years,99.1
Andhra Pradesh,Urban,Person,14-17 years,89.4
Andhra Pradesh,Urban,Person,18-23 years,41.6
Andhra Pradesh,Urban,Person,24-29 years,3.3
Andhra Pradesh,Urban,Person,30-35 years,0.4
Andhra Pradesh,Urban,Person,3-35 years,48.7
Andhra Pradesh,Urban,Person,3-5 years,52
Andhra Pradesh,Urban,Person,5-29 years,60
Andhra Pradesh,Urban,Person,6-10 years,98.1
Karnataka,Rural,Female,11-13 years,97.7
Karnataka,Rural,Female,14-17 years,79.2
Karnataka,Rural,Female,18-23 years,18.5
Karnataka,Rural,Female,24-29 years,0.1
Karnataka,Rural,Female,30-35 years,0
Karnataka,Rural,Female,3-35 years,37.1
Karnataka,Rural,Female,3-5 years,21.5
Karnataka,Rural,Female,5-29 years,48.4
Karnataka,Rural,Female,6-10 years,96.3
Karnataka,Rural,Male,11-13 years,98.6
Karnataka,Rural,Male,14-17 years,83.1
Karnataka,Rural,Male,18-23 years,27
Karnataka,Rural,Male,24-29 years,1.7
Karnataka,Rural,Male,30-35 years,0
Karnataka,Rural,Male,3-35 years,42.9
Karnataka,Rural,Male,3-5 years,8
Karnataka,Rural,Male,5-29 years,55
Karnataka,Rural,Male,6-10 years,97.6
Karnataka,Rural,Person,11-13 years,98.3
Karnataka,Rural,Person,14-17 years,81.5
Karnataka,Rural,Person,18-23 years,23.4
Karnataka,Rural,Person,24-29 years,0.9
Karnataka,Rural,Person,30-35 years,0
Karnataka,Rural,Person,3-35 years,40.3
Karnataka,Rural,Person,3-5 years,14.3
Karnataka,Rural,Person,5-29 years,52.1
Karnataka,Rural,Person,6-10 years,97.1
Karnataka,Total,Female,11-13 years,97.4
Karnataka,Total,Female,14-17 years,83.7
Karnataka,Total,Female,18-23 years,26.6
Karnataka,Total,Female,24-29 years,0.7
Karnataka,Total,Female,30-35 years,0.1
Karnataka,Total,Female,3-35 years,38.4
Karnataka,Total,Female,3-5 years,23.1
Karnataka,Total,Female,5-29 years,48.5
Karnataka,Total,Female,6-10 years,96.6
Karnataka,Total,Male,11-13 years,98.6
Karnataka,Total,Male,14-17 years,83.6
Karnataka,Total,Male,18-23 years,33.3
Karnataka,Total,Male,24-29 years,1.7
Karnataka,Total,Male,30-35 years,0
Karnataka,Total,Male,3-35 years,41.2
Karnataka,Total,Male,3-5 years,14.3
Karnataka,Total,Male,5-29 years,52.6
Karnataka,Total,Male,6-10 years,98.2
Karnataka,Total,Person,11-13 years,98.1
Karnataka,Total,Person,14-17 years,83.6
Karnataka,Total,Person,18-23 years,30.3
Karnataka,Total,Person,24-29 years,1.2
Karnataka,Total,Person,30-35 years,0
Karnataka,Total,Person,3-35 years,39.9
Karnataka,Total,Person,3-5 years,18.3
Karnataka,Total,Person,5-29 years,50.8
Karnataka,Total,Person,6-10 years,97.4
Karnataka,Urban,Female,11-13 years,96.8
Karnataka,Urban,Female,14-17 years,92.3
Karnataka,Urban,Female,18-23 years,39.2
Karnataka,Urban,Female,24-29 years,1.4
Karnataka,Urban,Female,30-35 years,0.2
Karnataka,Urban,Female,3-35 years,40.4
Karnataka,Urban,Female,3-5 years,27.1
Karnataka,Urban,Female,5-29 years,48.6
Karnataka,Urban,Female,6-10 years,97
Karnataka,Urban,Male,11-13 years,98.7
Karnataka,Urban,Male,14-17 years,84.7
Karnataka,Urban,Male,18-23 years,45
Karnataka,Urban,Male,24-29 years,1.6
Karnataka,Urban,Male,30-35 years,0.1
Karnataka,Urban,Male,3-35 years,38.3
Karnataka,Urban,Male,3-5 years,27
Karnataka,Urban,Male,5-29 years,48.6
Karnataka,Urban,Male,6-10 years,99.5
Karnataka,Urban,Person,11-13 years,97.9
Karnataka,Urban,Person,14-17 years,88
Karnataka,Urban,Person,18-23 years,42.3
Karnataka,Urban,Person,24-29 years,1.5
Karnataka,Urban,Person,30-35 years,0.1
Karnataka,Urban,Person,3-35 years,39.3
Karnataka,Urban,Person,3-5 years,27
Karnataka,Urban,Person,5-29 years,48.6
Karnataka,Urban,Person,6-10 years,98.3
Goa,Rural,Female,11-13 years,100
Goa,Rural,Female,14-17 years,100
Goa,Rural,Female,18-23 years,40.9
Goa,Rural,Female,24-29 years,0.7
Goa,Rural,Female,30-35 years,0
Goa,Rural,Female,3-35 years,48.7
Goa,Rural,Female,3-5 years,74.7
Goa,Rural,Female,5-29 years,66.3
Goa,Rural,Female,6-10 years,100
Goa,Rural,Male,11-13 years,98.9
Goa,Rural,Male,14-17 years,100
Goa,Rural,Male,18-23 years,28
Goa,Rural,Male,24-29 years,2.3
Goa,Rural,Male,30-35 years,0
Goa,Rural,Male,3-35 years,33
Goa,Rural,Male,3-5 years,100
Goa,Rural,Male,5-29 years,48.3
Goa,Rural,Male,6-10 years,100
Goa,Rural,Person,11-13 years,99.5
Goa,Rural,Person,14-17 years,100
Goa,Rural,Person,18-23 years,33.6
Goa,Rural,Person,24-29 years,1.7
Goa,Rural,Person,30-35 years,0
Goa,Rural,Person,3-35 years,40.9
Goa,Rural,Person,3-5 years,76.4
Goa,Rural,Person,5-29 years,57.1
Goa,Rural,Person,6-10 years,100
Goa,Total,Female,11-13 years,100
Goa,Total,Female,14-17 years,100
Goa,Total,Female,18-23 years,40.3
Goa,Total,Female,24-29 years,4
Goa,Total,Female,30-35 years,0.2
Goa,Total,Female,3-35 years,47.9
Goa,Total,Female,3-5 years,66.6
Goa,Total,Female,5-29 years,61.8
Goa,Total,Female,6-10 years,100
Goa,Total,Male,11-13 years,99.5
Goa,Total,Male,14-17 years,99.8
Goa,Total,Male,18-23 years,43.1
Goa,Total,Male,24-29 years,2.3
Goa,Total,Male,30-35 years,0.3
Goa,Total,Male,3-35 years,46
Goa,Total,Male,3-5 years,61.1
Goa,Total,Male,5-29 years,58.3
Goa,Total,Male,6-10 years,100
Goa,Total,Person,11-13 years,99.7
Goa,Total,Person,14-17 years,99.9
Goa,Total,Person,18-23 years,42
Goa,Total,Person,24-29 years,3
Goa,Total,Person,30-35 years,0.3
Goa,Total,Person,3-35 years,46.8
Goa,Total,Person,3-5 years,64.5
Goa,Total,Person,5-29 years,59.8
Goa,Total,Person,6-10 years,100
Goa,Urban,Female,11-13 years,100
Goa,Urban,Female,14-17 years,100
Goa,Urban,Female,18-23 years,40
Goa,Urban,Female,24-29 years,5.5
Goa,Urban,Female,30-35 years,0.4
Goa,Urban,Female,3-35 years,47.3
Goa,Urban,Female,3-5 years,59.3
Goa,Urban,Female,5-29 years,58.9
Goa,Urban,Female,6-10 years,100
Goa,Urban,Male,11-13 years,99.6
Goa,Urban,Male,14-17 years,99.7
Goa,Urban,Male,18-23 years,52.4
Goa,Urban,Male,24-29 years,2.3
Goa,Urban,Male,30-35 years,0.7
Goa,Urban,Male,3-35 years,52.7
Goa,Urban,Male,3-5 years,58.9
Goa,Urban,Male,5-29 years,62.9
Goa,Urban,Male,6-10 years,100
Goa,Urban,Person,11-13 years,99.8
Goa,Urban,Person,14-17 years,99.8
Goa,Urban,Person,18-23 years,47.4
Goa,Urban,Person,24-29 years,3.7
Goa,Urban,Person,30-35 years,0.6
Goa,Urban,Person,3-35 years,50.4
Goa,Urban,Person,3-5 years,59.1
Goa,Urban,Person,5-29 years,61.3
Goa,Urban,Person,6-10 years,100
Lakshadweep,Rural,Female,11-13 years,100
Lakshadweep,Rural,Female,14-17 years,96.7
Lakshadweep,Rural,Female,18-23 years,0
Lakshadweep,Rural,Female,24-29 years,0
Lakshadweep,Rural,Female,30-35 years,0
Lakshadweep,Rural,Female,3-35 years,46.5
Lakshadweep,Rural,Female,3-5 years,18.7
Lakshadweep,Rural,Female,5-29 years,61
Lakshadweep,Rural,Female,6-10 years,100
Lakshadweep,Rural,Male,11-13 years,100
Lakshadweep,Rural,Male,14-17 years,51
Lakshadweep,Rural,Male,18-23 years,2.4
Lakshadweep,Rural,Male,24-29 years,0
Lakshadweep,Rural,Male,30-35 years,0
Lakshadweep,Rural,Male,3-35 years,30
Lakshadweep,Rural,Male,3-5 years,63.1
Lakshadweep,Rural,Male,5-29 years,33.6
Lakshadweep,Rural,Male,6-10 years,100
Lakshadweep,Rural,Person,11-13 years,100
Lakshadweep,Rural,Person,14-17 years,62
Lakshadweep,Rural,Person,18-23 years,0.8
Lakshadweep,Rural,Person,24-29 years,0
Lakshadweep,Rural,Person,30-35 years,0
Lakshadweep,Rural,Person,3-35 years,40.8
Lakshadweep,Rural,Person,3-5 years,35.8
Lakshadweep,Rural,Person,5-29 years,50.9
Lakshadweep,Rural,Person,6-10 years,100
Lakshadweep,Total,Female,11-13 years,100
Lakshadweep,Total,Female,14-17 years,93.4
Lakshadweep,Total,Female,18-23 years,9.3
Lakshadweep,Total,Female,24-29 years,0.3
Lakshadweep,Total,Female,30-35 years,0
Lakshadweep,Total,Female,3-35 years,39.8
Lakshadweep,Total,Female,3-5 years,40
Lakshadweep,Total,Female,5-29 years,53.7
Lakshadweep,Total,Female,6-10 years,100
Lakshadweep,Total,Male,11-13 years,100
Lakshadweep,Total,Male,14-17 years,75.6
Lakshadweep,Total,Male,18-23 years,10.4
Lakshadweep,Total,Male,24-29 years,0.3
Lakshadweep,Total,Male,30-35 years,0
Lakshadweep,Total,Male,3-35 years,44.7
Lakshadweep,Total,Male,3-5 years,58.7
Lakshadweep,Total,Male,5-29 years,55.9
Lakshadweep,Total,Male,6-10 years,100
Lakshadweep,Total,Person,11-13 years,100
Lakshadweep,Total,Person,14-17 years,86.7
Lakshadweep,Total,Person,18-23 years,9.8
Lakshadweep,Total,Person,24-29 years,0.3
Lakshadweep,Total,Person,30-35 years,0
Lakshadweep,Total,Person,3-35 years,42
Lakshadweep,Total,Person,3-5 years,47.5
Lakshadweep,Total,Person,5-29 years,54.7
Lakshadweep,Total,Person,6-10 years,100
Lakshadweep,Urban,Female,11-13 years,100
Lakshadweep,Urban,Female,14-17 years,93
Lakshadweep,Urban,Female,18-23 years,18.6
Lakshadweep,Urban,Female,24-29 years,0.4
Lakshadweep,Urban,Female,30-35 years,0
Lakshadweep,Urban,Female,3-35 years,35.9
Lakshadweep,Urban,Female,3-5 years,46.2
Lakshadweep,Urban,Female,5-29 years,49.1
Lakshadweep,Urban,Female,6-10 years,100
Lakshadweep,Urban,Male,11-13 years,100
Lakshadweep,Urban,Male,14-17 years,100
Lakshadweep,Urban,Male,18-23 years,13.2
Lakshadweep,Urban,Male,24-29 years,0.5
Lakshadweep,Urban,Male,30-35 years,0
Lakshadweep,Urban,Male,3-35 years,49.5
Lakshadweep,Urban,Male,3-5 years,57.6
Lakshadweep,Urban,Male,5-29 years,64
Lakshadweep,Urban,Male,6-10 years,100
Lakshadweep,Urban,Person,11-13 years,100
Lakshadweep,Urban,Person,14-17 years,94.8
Lakshadweep,Urban,Person,18-23 years,15.5
Lakshadweep,Urban,Person,24-29 years,0.4
Lakshadweep,Urban,Person,30-35 years,0
Lakshadweep,Urban,Person,3-35 years,42.6
Lakshadweep,Urban,Person,3-5 years,50.8
Lakshadweep,Urban,Person,5-29 years,56.6
Lakshadweep,Urban,Person,6-10 years,100
Kerala,Rural,Female,11-13 years,100
Kerala,Rural,Female,14-17 years,99.3
Kerala,Rural,Female,18-23 years,45.5
Kerala,Rural,Female,24-29 years,1.5
Kerala,Rural,Female,30-35 years,0.4
Kerala,Rural,Female,3-35 years,49.6
Kerala,Rural,Female,3-5 years,55.6
Kerala,Rural,Female,5-29 years,62.9
Kerala,Rural,Female,6-10 years,100
Kerala,Rural,Male,11-13 years,100
Kerala,Rural,Male,14-17 years,97.4
Kerala,Rural,Male,18-23 years,49.6
Kerala,Rural,Male,24-29 years,4.8
Kerala,Rural,Male,30-35 years,0.1
Kerala,Rural,Male,3-35 years,57.5
Kerala,Rural,Male,3-5 years,53.2
Kerala,Rural,Male,5-29 years,69
Kerala,Rural,Male,6-10 years,99.9
Kerala,Rural,Person,11-13 years,100
Kerala,Rural,Person,14-17 years,98.1
Kerala,Rural,Person,18-23 years,47.6
Kerala,Rural,Person,24-29 years,3.1
Kerala,Rural,Person,30-35 years,0.3
Kerala,Rural,Person,3-35 years,53.6
Kerala,Rural,Person,3-5 years,54.5
Kerala,Rural,Person,5-29 years,66.1
Kerala,Rural,Person,6-10 years,99.9
Kerala,Total,Female,11-13 years,100
Kerala,Total,Female,14-17 years,99.5
Kerala,Total,Female,18-23 years,48
Kerala,Total,Female,24-29 years,1.6
Kerala,Total,Female,30-35 years,0.3
Kerala,Total,Female,3-35 years,50.5
Kerala,Total,Female,3-5 years,60.2
Kerala,Total,Female,5-29 years,62.9
Kerala,Total,Female,6-10 years,100
Kerala,Total,Male,11-13 years,100
Kerala,Total,Male,14-17 years,97.4
Kerala,Total,Male,18-23 years,46.8
Kerala,Total,Male,24-29 years,5.6
Kerala,Total,Male,30-35 years,0.1
Kerala,Total,Male,3-35 years,56
Kerala,Total,Male,3-5 years,56.6
Kerala,Total,Male,5-29 years,67.1
Kerala,Total,Male,6-10 years,99.9
Kerala,Total,Person,11-13 years,100
Kerala,Total,Person,14-17 years,98.3
Kerala,Total,Person,18-23 years,47.4
Kerala,Total,Person,24-29 years,3.6
Kerala,Total,Person,30-35 years,0.2
Kerala,Total,Person,3-35 years,53.3
Kerala,Total,Person,3-5 years,58.3
Kerala,Total,Person,5-29 years,65.1
Kerala,Total,Person,6-10 years,100
Kerala,Urban,Female,11-13 years,100
Kerala,Urban,Female,14-17 years,99.8
Kerala,Urban,Female,18-23 years,51
Kerala,Urban,Female,24-29 years,1.8
Kerala,Urban,Female,30-35 years,0.2
Kerala,Urban,Female,3-35 years,51.5
Kerala,Urban,Female,3-5 years,67.4
Kerala,Urban,Female,5-29 years,63
Kerala,Urban,Female,6-10 years,100
Kerala,Urban,Male,11-13 years,100
Kerala,Urban,Male,14-17 years,97.5
Kerala,Urban,Male,18-23 years,43.6
Kerala,Urban,Male,24-29 years,6.5
Kerala,Urban,Male,30-35 years,0.1
Kerala,Urban,Male,3-35 years,54.2
Kerala,Urban,Male,3-5 years,60.1
Kerala,Urban,Male,5-29 years,64.9
Kerala,Urban,Male,6-10 years,100
Kerala,Urban,Person,11-13 years,100
Kerala,Urban,Person,14-17 years,98.5
Kerala,Urban,Person,18-23 years,47.2
Kerala,Urban,Person,24-29 years,4
Kerala,Urban,Person,30-35 years,0.2
Kerala,Urban,Person,3-35 years,52.9
Kerala,Urban,Person,3-5 years,63.2
Kerala,Urban,Person,5-29 years,64
Kerala,Urban,Person,6-10 years,100
Tamil Nadu,Rural,Female,11-13 years,99.5
Tamil Nadu,Rural,Female,14-17 years,91.7
Tamil Nadu,Rural,Female,18-23 years,28.7
Tamil Nadu,Rural,Female,24-29 years,0.6
Tamil Nadu,Rural,Female,30-35 years,0
Tamil Nadu,Rural,Female,3-35 years,45.5
