State,Residence_Type,Age group,Gender,Labour force participation rate according to usual status (ps+ss),Worker population rate according to usual status (ps+ss), unemployment rate according to usual status (ps+ss)
Jharkhand,Urban,All Ages,Person,30.7,28,8.7
Jharkhand,Rural,15-29 years,Female,28.5,28.1,1.4
Jharkhand,Rural,15-29 years,Male,62.5,54.6,12.6
Jharkhand,Rural,15-29 years,Person,44.4,40.5,8.8
Jharkhand,Total,15-29 years,Female,25.4,24.3,4.4
Jharkhand,Total,15-29 years,Male,60.6,51.7,14.8
Jharkhand,Total,15-29 years,Person,42.5,37.6,11.6
Jharkhand,Urban,15-29 years,Female,14.7,11,24.8
Jharkhand,Urban,15-29 years,Male,55.7,43.8,21.4
Jharkhand,Urban,15-29 years,Person,36.8,28.7,22
Jharkhand,Rural,15-59 years,Female,44.8,44.7,0.4
Jharkhand,Rural,15-59 years,Male,83.1,78.9,5
Jharkhand,Rural,15-59 years,Person,63.3,61.2,3.3
Jharkhand,Total,15-59 years,Female,38.9,38.3,1.3
Jharkhand,Total,15-59 years,Male,81.4,76.4,6.2
Jharkhand,Total,15-59 years,Person,59.8,57,4.6
Jharkhand,Urban,15-59 years,Female,17.4,15.7,9.9
Jharkhand,Urban,15-59 years,Male,76.3,68.5,10.2
Jharkhand,Urban,15-59 years,Person,47.9,43,10.2
Jharkhand,Rural,15 years and above,Female,41.2,41.1,0.4
Jharkhand,Rural,15 years and above,Male,78.6,75,4.5
Jharkhand,Rural,15 years and above,Person,59.3,57.5,3.1
Jharkhand,Total,15 years and above,Female,35.7,35.2,1.3
Jharkhand,Total,15 years and above,Male,76.9,72.5,5.7
Jharkhand,Total,15 years and above,Person,55.9,53.6,4.2
Jharkhand,Urban,15 years and above,Female,15.5,14,9.8
Jharkhand,Urban,15 years and above,Male,71.5,64.6,9.6
Jharkhand,Urban,15 years and above,Person,44.4,40.1,9.7
Jharkhand,Rural,all ages,Female,29.3,29.2,0.4
Jharkhand,Rural,all ages,Male,51.8,49.5,4.5
Jharkhand,Rural,all ages,Person,40.6,39.4,3
Jharkhand,Total,all ages,Female,25.9,25.6,1.3
Jharkhand,Total,all ages,Male,52.3,49.3,5.6
Jharkhand,Total,all ages,Person,39.3,37.6,4.2
Jharkhand,Urban,all ages,Female,12.5,11.3,9.5
Jharkhand,Urban,all ages,Male,53.8,48.6,9.6
Jharkhand,Urban,all ages,Person,34.1,30.9,9.6
Odisha,Rural,15-29 years,Female,18.3,15.2,16.8
Odisha,Rural,15-29 years,Male,66.5,51.8,22
Odisha,Rural,15-29 years,Person,41.3,32.7,20.8
Odisha,Total,15-29 years,Female,19,14.6,23
Odisha,Total,15-29 years,Male,65.3,50.5,22.7
Odisha,Total,15-29 years,Person,40.9,31.6,22.8
Odisha,Urban,15-29 years,Female,21.9,11.7,46.9
Odisha,Urban,15-29 years,Male,59.3,43.7,26.4
Odisha,Urban,15-29 years,Person,39.1,26.3,32.6
Odisha,Rural,15-59 years,Female,28.2,26.9,4.4
Odisha,Rural,15-59 years,Male,85.5,79.3,7.3
Odisha,Rural,15-59 years,Person,56,52.3,6.6
Odisha,Total,15-59 years,Female,27.2,25.3,6.9
Odisha,Total,15-59 years,Male,84.9,78.2,7.9
Odisha,Total,15-59 years,Person,55.2,51,7.6
Odisha,Urban,15-59 years,Female,22.2,17.2,22.5
Odisha,Urban,15-59 years,Male,81.7,73,10.7
Odisha,Urban,15-59 years,Person,50.8,44,13.3
Odisha,Rural,15 years and above,Male,79.8,74.6,6.6
Odisha,Rural,15 years and above,Person,52.1,48.9,6
Odisha,Total,15 years and above,Female,24.4,22.8,6.6
Odisha,Total,15 years and above,Male,79,73.4,7.1
Odisha,Total,15 years and above,Person,51.2,47.6,7
Odisha,Urban,15 years and above,Female,20.3,15.8,21.9
Odisha,Urban,15 years and above,Male,75,67.4,10.1
Odisha,Urban,15 years and above,Person,47,41,12.7
Odisha,Rural,All Ages,Female,19.2,18.4,4.2
Odisha,Rural,All Ages,Male,57.5,53.6,6.6
Odisha,Rural,All Ages,Person,38.6,36.2,6.1
Odisha,Total,All Ages,Female,18.7,17.5,6.6
Odisha,Total,All Ages,Male,57.8,53.6,7.2
Odisha,Total,All Ages,Person,38.4,35.7,7
Odisha,Urban,All Ages,Female,16.1,12.6,21.9
Odisha,Urban,All Ages,Male,59.5,53.5,10.1
Odisha,Urban,All Ages,Person,37.3,32.5,12.7
Odisha,Rural,15-29 years,Female,31.6,28.1,11.1
Odisha,Rural,15-29 years,Male,68,52.6,22.7
Odisha,Rural,15-29 years,Person,49.2,39.9,18.8
Odisha,Total,15-29 years,Female,30.1,26.2,12.8
Odisha,Total,15-29 years,Male,66.2,51.1,22.9
Odisha,Total,15-29 years,Person,47.7,38.3,19.6
Odisha,Urban,15-29 years,Female,20.9,15.2,27.4
Odisha,Urban,15-29 years,Male,57.1,43.2,24.3
Odisha,Urban,15-29 years,Person,39.7,29.7,25
Odisha,Rural,15-59 years,Female,39.5,38,3.8
Odisha,Rural,15-59 years,Male,85.5,78.8,7.8
Odisha,Rural,15-59 years,Person,61.9,57.9,6.5
Odisha,Total,15-59 years,Female,37.4,35.7,4.3
Odisha,Total,15-59 years,Male,84.7,78,7.9
Odisha,Total,15-59 years,Person,60.6,56.5,6.7
Odisha,Urban,15-59 years,Female,25.9,23.7,8.3
Odisha,Urban,15-59 years,Male,80.9,74.4,8
Odisha,Urban,15-59 years,Person,53.5,49.2,8.1
Odisha,Rural,15 years and above,Female,34.8,33.6,3.6
Odisha,Rural,15 years and above,Male,79,73.4,7
Odisha,Rural,15 years and above,Person,56.4,53,6
Odisha,Total,15 years and above,Female,33.1,31.8,4.1
Odisha,Total,15 years and above,Male,78.3,72.7,7.1
Odisha,Total,15 years and above,Person,55.3,51.9,6.2
Odisha,Urban,15 years and above,Female,23.5,21.6,8
Odisha,Urban,15 years and above,Male,74.6,68.9,7.6
Odisha,Urban,15 years and above,Person,49.2,45.4,7.7
Odisha,Rural,all ages,Female,27.3,26.3,3.6
Odisha,Rural,all ages,Male,58.2,54,7.3
Odisha,Rural,all ages,Person,42.8,40.2,6.1
Odisha,Total,all ages,Female,25.9,24.9,4.1
Odisha,Total,all ages,Male,58.1,53.8,7.3
Odisha,Total,all ages,Person,42.1,39.5,6.3
Odisha,Urban,all ages,Female,18.5,17.1,8
Odisha,Urban,all ages,Male,57.2,52.9,7.6
Odisha,Urban,all ages,Person,38.3,35.4,7.7
Chhattisgarh,Rural,15-29 years,Female,34,33,3
Chhattisgarh,Rural,15-29 years,Male,54.6,49.2,9.9
Chhattisgarh,Rural,15-29 years,Person,44.5,41.3,7.3
Chhattisgarh,Total,15-29 years,Female,31.7,29.9,5.6
Chhattisgarh,Total,15-29 years,Male,55.3,49.3,10.9
Chhattisgarh,Total,15-29 years,Person,43.6,39.7,9
Chhattisgarh,Urban,15-29 years,Female,22.6,17.8,21.1
Chhattisgarh,Urban,15-29 years,Male,58.6,49.9,14.9
Chhattisgarh,Urban,15-29 years,Person,40,33.3,16.7
Chhattisgarh,Rural,15-59 years,Female,56.7,56.2,0.8
Chhattisgarh,Rural,15-59 years,Male,80.9,78.7,2.7
Chhattisgarh,Rural,15-59 years,Person,69,67.7,1.9
Chhattisgarh,Total,15-59 years,Female,51.7,50.9,1.6
Chhattisgarh,Total,15-59 years,Male,81.1,78.6,3.1
Chhattisgarh,Total,15-59 years,Person,66.6,64.9,2.6
Chhattisgarh,Urban,15-59 years,Female,31.4,29,7.8
Chhattisgarh,Urban,15-59 years,Male,82.3,78.3,4.9
Chhattisgarh,Urban,15-59 years,Person,56.6,53.4,5.7
Chhattisgarh,Rural,15 years and above,Male,76.5,74.5,2.6
Chhattisgarh,Rural,15 years and above,Person,65,63.8,1.8
Chhattisgarh,Total,15 years and above,Female,48.4,47.7,1.5
Chhattisgarh,Total,15 years and above,Male,76.7,74.4,3
Chhattisgarh,Total,15 years and above,Person,62.7,61.2,2.4
Chhattisgarh,Urban,15 years and above,Female,29.3,27.1,7.4
Chhattisgarh,Urban,15 years and above,Male,77.5,73.9,4.6
Chhattisgarh,Urban,15 years and above,Person,53.2,50.3,5.4
Chhattisgarh,Rural,All Ages,Female,39.2,38.9,0.7
Chhattisgarh,Rural,All Ages,Male,54.8,53.4,2.6
Chhattisgarh,Rural,All Ages,Person,47.2,46.4,1.8
Chhattisgarh,Total,All Ages,Female,35.9,35.3,1.6
Chhattisgarh,Total,All Ages,Male,55.2,53.6,3
Chhattisgarh,Total,All Ages,Person,45.8,44.7,2.4
Chhattisgarh,Urban,All Ages,Female,22.2,20.5,7.8
Chhattisgarh,Urban,All Ages,Male,57.2,54.5,4.6
Chhattisgarh,Urban,All Ages,Person,39.7,37.5,5.5
Chhattisgarh,Rural,15-29 years,Female,41.2,39.5,4.3
Chhattisgarh,Rural,15-29 years,Male,66.9,60.5,9.6
Chhattisgarh,Rural,15-29 years,Person,54.2,50.1,7.6
Chhattisgarh,Total,15-29 years,Female,37.5,35,6.8
Chhattisgarh,Total,15-29 years,Male,66.3,58.3,12
Chhattisgarh,Total,15-29 years,Person,51.9,46.6,10.1
Chhattisgarh,Urban,15-29 years,Female,22.2,16.5,25.7
Chhattisgarh,Urban,15-29 years,Male,63.3,48.2,23.8
Chhattisgarh,Urban,15-29 years,Person,41.6,31.5,24.4
Chhattisgarh,Rural,15-59 years,Female,63.6,62.8,1.2
Chhattisgarh,Rural,15-59 years,Male,85.1,82.2,3.5
Chhattisgarh,Rural,15-59 years,Person,74.4,72.5,2.5
Chhattisgarh,Total,15-59 years,Female,56.8,55.6,2
Chhattisgarh,Total,15-59 years,Male,84.7,80.9,4.5
Chhattisgarh,Total,15-59 years,Person,70.7,68.2,3.5
Chhattisgarh,Urban,15-59 years,Female,28.7,25.9,9.8
Chhattisgarh,Urban,15-59 years,Male,82.9,75.2,9.2
Chhattisgarh,Urban,15-59 years,Person,55.3,50.1,9.4
Chhattisgarh,Rural,15 years and above,Female,59.6,58.9,1.1
Chhattisgarh,Rural,15 years and above,Male,83.1,80.5,3.2
Chhattisgarh,Rural,15 years and above,Person,71.3,69.7,2.3
Chhattisgarh,Total,15 years and above,Female,53.1,52.1,1.9
Chhattisgarh,Total,15 years and above,Male,82.3,78.9,4.1
Chhattisgarh,Total,15 years and above,Person,67.6,65.4,3.3
Chhattisgarh,Urban,15 years and above,Female,26.4,23.9,9.4
Chhattisgarh,Urban,15 years and above,Male,78.9,72,8.6
Chhattisgarh,Urban,15 years and above,Person,51.9,47.3,8.8
Chhattisgarh,Rural,all ages,Female,44.6,44.1,1.1
Chhattisgarh,Rural,all ages,Male,60,58.1,3.2
Chhattisgarh,Rural,all ages,Person,52.4,51.2,2.3
Chhattisgarh,Total,all ages,Female,40.2,39.5,1.9
Chhattisgarh,Total,all ages,Male,60.2,57.7,4.1
Chhattisgarh,Total,all ages,Person,50.3,48.7,3.3
Chhattisgarh,Urban,all ages,Female,20.9,18.9,9.4
Chhattisgarh,Urban,all ages,Male,61,55.7,8.6
Chhattisgarh,Urban,all ages,Person,40.6,37,8.8
Madhya Pradesh,Rural,15-29 years,Female,16.8,16.4,2.6
Madhya Pradesh,Rural,15-29 years,Male,65.8,60.5,8.1
Madhya Pradesh,Rural,15-29 years,Person,43.3,40.2,7.1
Madhya Pradesh,Total,15-29 years,Female,15.1,14.1,6.4
Madhya Pradesh,Total,15-29 years,Male,62.8,55.7,11.3
Madhya Pradesh,Total,15-29 years,Person,40.6,36.4,10.4
Madhya Pradesh,Urban,15-29 years,Female,10.6,8.3,22.1
Madhya Pradesh,Urban,15-29 years,Male,54.3,42.4,21.9
Madhya Pradesh,Urban,15-29 years,Person,33.5,26.2,21.9
Madhya Pradesh,Rural,15-59 years,Female,33.7,33.5,0.6
Madhya Pradesh,Rural,15-59 years,Male,83.7,81,3.2
Madhya Pradesh,Rural,15-59 years,Person,59.6,58.1,2.5
Madhya Pradesh,Total,15-59 years,Female,29.8,29.3,1.6
Madhya Pradesh,Total,15-59 years,Male,82.1,78.5,4.4
Madhya Pradesh,Total,15-59 years,Person,56.9,54.8,3.7
Madhya Pradesh,Urban,15-59 years,Female,19.1,17.9,6.4
Madhya Pradesh,Urban,15-59 years,Male,77.8,71.5,8
Madhya Pradesh,Urban,15-59 years,Person,49.5,45.7,7.7
Madhya Pradesh,Rural,15 years and above,Male,80.8,78.4,2.9
Madhya Pradesh,Rural,15 years and above,Person,57.2,55.9,2.3
Madhya Pradesh,Total,15 years and above,Female,27.9,27.5,1.5
Madhya Pradesh,Total,15 years and above,Male,78.8,75.6,4.1
Madhya Pradesh,Total,15 years and above,Person,54.2,52.3,3.5
Madhya Pradesh,Urban,15 years and above,Female,17.4,16.4,6.1
Madhya Pradesh,Urban,15 years and above,Male,73.4,67.8,7.6
Madhya Pradesh,Urban,15 years and above,Person,46.1,42.7,7.3
Madhya Pradesh,Rural,All Ages,Female,23.3,23.2,0.7
Madhya Pradesh,Rural,All Ages,Male,57.7,55.9,3
Madhya Pradesh,Rural,All Ages,Person,41.3,40.3,2.4
Madhya Pradesh,Total,All Ages,Female,20.8,20.4,1.6
Madhya Pradesh,Total,All Ages,Male,57.2,54.8,4.2
Madhya Pradesh,Total,All Ages,Person,39.8,38.4,3.5
Madhya Pradesh,Urban,All Ages,Female,13.6,12.8,6.2
Madhya Pradesh,Urban,All Ages,Male,55.9,51.6,7.7
Madhya Pradesh,Urban,All Ages,Person,35.5,32.9,7.4
Madhya Pradesh,Rural,15-29 years,Female,27,26.4,2.2
Madhya Pradesh,Rural,15-29 years,Male,70.3,65.9,6.2
Madhya Pradesh,Rural,15-29 years,Person,49.8,47.2,5.2
Madhya Pradesh,Total,15-29 years,Female,23.7,22.3,5.6
Madhya Pradesh,Total,15-29 years,Male,68,61.7,9.3
Madhya Pradesh,Total,15-29 years,Person,47.2,43.3,8.4
Madhya Pradesh,Urban,15-29 years,Female,14.2,10.9,23.7
Madhya Pradesh,Urban,15-29 years,Male,62.1,50.8,18.3
Madhya Pradesh,Urban,15-29 years,Person,40.3,32.6,19.2
Madhya Pradesh,Rural,15-59 years,Female,47,46.8,0.6
Madhya Pradesh,Rural,15-59 years,Male,85,82.9,2.6
Madhya Pradesh,Rural,15-59 years,Person,66.7,65.4,1.9
Madhya Pradesh,Total,15-59 years,Female,41.1,40.5,1.4
Madhya Pradesh,Total,15-59 years,Male,84,80.7,4
Madhya Pradesh,Total,15-59 years,Person,63.3,61.3,3.2
Madhya Pradesh,Urban,15-59 years,Female,25.6,24.1,5.6
Madhya Pradesh,Urban,15-59 years,Male,81.3,75,7.7
Madhya Pradesh,Urban,15-59 years,Person,54.7,50.7,7.2
Madhya Pradesh,Rural,15 years and above,Female,43.2,42.9,0.5
Madhya Pradesh,Rural,15 years and above,Male,81.7,79.8,2.3
Madhya Pradesh,Rural,15 years and above,Person,62.9,61.8,1.7
Madhya Pradesh,Total,15 years and above,Female,37.7,37.2,1.4
Madhya Pradesh,Total,15 years and above,Male,80,77.1,3.7
Madhya Pradesh,Total,15 years and above,Person,59.4,57.7,3
Madhya Pradesh,Urban,15 years and above,Female,23.3,22,5.3
Madhya Pradesh,Urban,15 years and above,Male,75.7,70.1,7.4
Madhya Pradesh,Urban,15 years and above,Person,50.3,46.9,6.9
Madhya Pradesh,Rural,all ages,Female,31.5,31.4,0.5
Madhya Pradesh,Rural,all ages,Male,59.9,58.5,2.3
Madhya Pradesh,Rural,all ages,Person,46.1,45.3,1.7
Madhya Pradesh,Total,all ages,Female,28,27.6,1.4
Madhya Pradesh,Total,all ages,Male,59.1,57,3.7
Madhya Pradesh,Total,all ages,Person,44.1,42.8,3
Madhya Pradesh,Urban,all ages,Female,18.2,17.2,5.5
Madhya Pradesh,Urban,all ages,Male,57.1,52.9,7.4
Madhya Pradesh,Urban,all ages,Person,38.6,35.9,7
Gujarat,Rural,15-29 years,Female,18,16.7,7.1
Gujarat,Rural,15-29 years,Male,66.3,59.8,9.7
Gujarat,Rural,15-29 years,Person,43.4,39.4,9.2
Gujarat,Total,15-29 years,Female,18.5,17.3,6.8
Gujarat,Total,15-29 years,Male,66.8,60.9,8.8
Gujarat,Total,15-29 years,Person,44.2,40.5,8.4
Gujarat,Urban,15-29 years,Female,19.2,18,6.3
Gujarat,Urban,15-29 years,Male,67.4,62.2,7.6
Gujarat,Urban,15-29 years,Person,45.2,41.9,7.4
Gujarat,Rural,15-59 years,Female,27.1,26.6,1.9
Gujarat,Rural,15-59 years,Male,84.6,81.3,3.9
Gujarat,Rural,15-59 years,Person,56.9,54.9,3.5
Gujarat,Total,15-59 years,Female,23.5,23,2.1
Gujarat,Total,15-59 years,Male,83.9,80.8,3.7
Gujarat,Total,15-59 years,Person,54.9,53,3.4
Gujarat,Urban,15-59 years,Female,18.6,18.1,2.6
Gujarat,Urban,15-59 years,Male,83,80.1,3.5
Gujarat,Urban,15-59 years,Person,52.3,50.5,3.4
Gujarat,Rural,15 years and above,Male,80.4,77.5,3.6
Gujarat,Rural,15 years and above,Person,53.8,52.1,3.2
Gujarat,Total,15 years and above,Female,21.5,21.1,2
Gujarat,Total,15 years and above,Male,79.3,76.5,3.5
Gujarat,Total,15 years and above,Person,51.3,49.7,3.2
Gujarat,Urban,15 years and above,Female,16.4,16,2.5
Gujarat,Urban,15 years and above,Male,77.8,75.2,3.4
Gujarat,Urban,15 years and above,Person,48,46.5,3.2
Gujarat,Rural,All Ages,Female,19.3,19,1.8
Gujarat,Rural,All Ages,Male,60.1,57.8,3.8
Gujarat,Rural,All Ages,Person,40.6,39.2,3.3
Gujarat,Total,All Ages,Female,16.9,16.6,2
Gujarat,Total,All Ages,Male,60.2,58.1,3.6
Gujarat,Total,All Ages,Person,39.6,38.3,3.3
Gujarat,Urban,All Ages,Female,13.5,13.2,2.5
Gujarat,Urban,All Ages,Male,60.5,58.4,3.4
Gujarat,Urban,All Ages,Person,38.3,37.1,3.2
Gujarat,Rural,15-29 years,Female,27.7,27.5,0.4
Gujarat,Rural,15-29 years,Male,62.9,59.2,5.9
Gujarat,Rural,15-29 years,Person,46.7,44.6,4.4
Gujarat,Total,15-29 years,Female,24,23.1,3.8
Gujarat,Total,15-29 years,Male,63.8,59.7,6.4
Gujarat,Total,15-29 years,Person,45.1,42.5,5.8
Gujarat,Urban,15-29 years,Female,19.6,17.7,9.7
Gujarat,Urban,15-29 years,Male,64.9,60.3,7
Gujarat,Urban,15-29 years,Person,43,39.7,7.6
Gujarat,Rural,15-59 years,Female,43.6,43.6,0.1
Gujarat,Rural,15-59 years,Male,82.9,81.1,2.2
Gujarat,Rural,15-59 years,Person,64.1,63.1,1.5
Gujarat,Total,15-59 years,Female,34.2,33.8,1.1
Gujarat,Total,15-59 years,Male,83.3,81.2,2.6
Gujarat,Total,15-59 years,Person,59.6,58.3,2.2
Gujarat,Urban,15-59 years,Female,22.6,21.8,3.6
Gujarat,Urban,15-59 years,Male,83.9,81.3,3.1
Gujarat,Urban,15-59 years,Person,54.2,52.4,3.2
Gujarat,Rural,15 years and above,Female,39.4,39.4,0.1
Gujarat,Rural,15 years and above,Male,79.6,78,2
Gujarat,Rural,15 years and above,Person,60,59.2,1.4
Gujarat,Total,15 years and above,Female,31.1,30.7,1.1
Gujarat,Total,15 years and above,Male,79.4,77.5,2.4
Gujarat,Total,15 years and above,Person,55.9,54.7,2
Gujarat,Urban,15 years and above,Female,20.4,19.7,3.4
Gujarat,Urban,15 years and above,Male,79.1,76.8,2.9
Gujarat,Urban,15 years and above,Person,50.5,49,3
Gujarat,Rural,all ages,Female,29.7,29.6,0.1
Gujarat,Rural,all ages,Male,60.7,59.5,2
Gujarat,Rural,all ages,Person,45.5,44.9,1.4
Gujarat,Total,all ages,Female,24.3,24,1.1
Gujarat,Total,all ages,Male,61.1,59.7,2.4
Gujarat,Total,all ages,Person,43.3,42.4,2
Gujarat,Urban,all ages,Female,16.8,16.2,3.4
Gujarat,Urban,all ages,Male,61.7,59.9,2.9
Gujarat,Urban,all ages,Person,40.4,39.2,3
Maharashtra,Rural,15-29 years,Female,20.6,17.1,17
Maharashtra,Rural,15-29 years,Male,57.9,50.1,13.6
Maharashtra,Rural,15-29 years,Person,41.1,35.2,14.4
Maharashtra,Total,15-29 years,Female,20.2,16.4,19
Maharashtra,Total,15-29 years,Male,57.8,49.8,13.7
Maharashtra,Total,15-29 years,Person,40.3,34.3,14.9
Maharashtra,Urban,15-29 years,Female,19.7,15.4,21.5
Maharashtra,Urban,15-29 years,Male,57.5,49.5,13.9
Maharashtra,Urban,15-29 years,Person,39.3,33.2,15.7
Maharashtra,Rural,15-59 years,Female,42.9,41.4,3.6
Maharashtra,Rural,15-59 years,Male,79.8,75.8,5.1
Maharashtra,Rural,15-59 years,Person,62.1,59.3,4.6
Maharashtra,Total,15-59 years,Female,35.1,33.1,5.7
Maharashtra,Total,15-59 years,Male,79.7,75.6,5.2
Maharashtra,Total,15-59 years,Person,58.2,55.1,5.4
Maharashtra,Urban,15-59 years,Female,24.8,22.2,10.5
Maharashtra,Urban,15-59 years,Male,79.6,75.2,5.4
Maharashtra,Urban,15-59 years,Person,53,49.5,6.6
Maharashtra,Rural,15 years and above,Male,74.6,71.2,4.6
Maharashtra,Rural,15 years and above,Person,57.1,54.7,4.2
Maharashtra,Total,15 years and above,Female,31.6,29.9,5.4
Maharashtra,Total,15 years and above,Male,73.8,70.3,4.9
Maharashtra,Total,15 years and above,Person,53.3,50.6,5
Maharashtra,Urban,15 years and above,Female,22.1,19.9,10.2
Maharashtra,Urban,15 years and above,Male,72.8,69,5.2
Maharashtra,Urban,15 years and above,Person,48,44.9,6.3
Maharashtra,Rural,All Ages,Female,30.7,29.7,3.3
Maharashtra,Rural,All Ages,Male,58.2,55.5,4.6
Maharashtra,Rural,All Ages,Person,45,43.1,4.2
Maharashtra,Total,All Ages,Female,25.1,23.7,5.5
Maharashtra,Total,All Ages,Male,57.6,54.8,4.9
Maharashtra,Total,All Ages,Person,41.9,39.8,5
Maharashtra,Urban,All Ages,Female,17.5,15.6,10.6
Maharashtra,Urban,All Ages,Male,56.7,53.7,5.2
Maharashtra,Urban,All Ages,Person,37.6,35.2,6.4
Maharashtra,Rural,15-29 years,Female,24.8,23.3,6
Maharashtra,Rural,15-29 years,Male,56.8,51,10.2
Maharashtra,Rural,15-29 years,Person,42.4,38.5,9.1
Maharashtra,Total,15-29 years,Female,23.9,21.5,10
Maharashtra,Total,15-29 years,Male,55.9,49.8,10.8
Maharashtra,Total,15-29 years,Person,41.1,36.8,10.6
Maharashtra,Urban,15-29 years,Female,22.8,19.2,15.4
Maharashtra,Urban,15-29 years,Male,54.6,48.2,11.7
Maharashtra,Urban,15-29 years,Person,39.4,34.4,12.7
Maharashtra,Rural,15-59 years,Female,53.1,52.4,1.3
Maharashtra,Rural,15-59 years,Male,80.8,77.9,3.6
Maharashtra,Rural,15-59 years,Person,67.5,65.7,2.7
Maharashtra,Total,15-59 years,Female,42.4,41.3,2.6
Maharashtra,Total,15-59 years,Male,80.5,77.4,3.9
Maharashtra,Total,15-59 years,Person,62.1,59.9,3.5
Maharashtra,Urban,15-59 years,Female,28.6,26.9,5.9
Maharashtra,Urban,15-59 years,Male,80.1,76.7,4.3
Maharashtra,Urban,15-59 years,Person,54.8,52.2,4.7
Maharashtra,Rural,15 years and above,Female,48.4,47.8,1.1
Maharashtra,Rural,15 years and above,Male,76.9,74.4,3.2
Maharashtra,Rural,15 years and above,Person,63,61.5,2.4
Maharashtra,Total,15 years and above,Female,38.7,37.7,2.4
Maharashtra,Total,15 years and above,Male,75.6,72.9,3.5
Maharashtra,Total,15 years and above,Person,57.5,55.7,3.2
Maharashtra,Urban,15 years and above,Female,25.7,24.3,5.6
Maharashtra,Urban,15 years and above,Male,73.9,70.9,4
Maharashtra,Urban,15 years and above,Person,50.1,47.8,4.4
Maharashtra,Rural,all ages,Female,37.9,37.4,1.1
Maharashtra,Rural,all ages,Male,59.1,57.2,3.2
Maharashtra,Rural,all ages,Person,48.9,47.7,2.5
Maharashtra,Total,all ages,Female,30.6,29.8,2.4
Maharashtra,Total,all ages,Male,58.7,56.6,3.5
Maharashtra,Total,all ages,Person,45,43.6,3.2
Maharashtra,Urban,all ages,Female,20.6,19.4,5.6
Maharashtra,Urban,all ages,Male,58.1,55.8,4
Maharashtra,Urban,all ages,Person,39.7,37.9,4.4
Andhra Pradesh,Rural,15-29 years,Female,34,28.8,15.2
Andhra Pradesh,Rural,15-29 years,Male,62.5,52.3,16.3
Andhra Pradesh,Rural,15-29 years,Person,48.3,40.6,15.9
Andhra Pradesh,Total,15-29 years,Female,30,24,19.9
Andhra Pradesh,Total,15-29 years,Male,60.4,49.3,18.4
Andhra Pradesh,Total,15-29 years,Person,45,36.5,18.9
Andhra Pradesh,Urban,15-29 years,Female,22.7,15.2,33
Andhra Pradesh,Urban,15-29 years,Male,56.1,43.2,23
Andhra Pradesh,Urban,15-29 years,Person,38.7,28.7,26
Andhra Pradesh,Rural,15-59 years,Female,53.4,51.1,4.2
Andhra Pradesh,Rural,15-59 years,Male,83.5,79,5.3
Andhra Pradesh,Rural,15-59 years,Person,68.4,65,4.9
Andhra Pradesh,Total,15-59 years,Female,45.1,42.5,5.7
Andhra Pradesh,Total,15-59 years,Male,82.5,77.7,5.8
Andhra Pradesh,Total,15-59 years,Person,63.5,59.9,5.7
Andhra Pradesh,Urban,15-59 years,Female,29.9,26.7,10.6
Andhra Pradesh,Urban,15-59 years,Male,80.6,75.2,6.7
Andhra Pradesh,Urban,15-59 years,Person,54.3,50.1,7.8
Andhra Pradesh,Rural,15 years and above,Male,77.4,73.6,4.9
Andhra Pradesh,Rural,15 years and above,Person,62,59.2,4.5
Andhra Pradesh,Total,15 years and above,Female,40.3,38.2,5.3
Andhra Pradesh,Total,15 years and above,Male,76.2,72.2,5.3
Andhra Pradesh,Total,15 years and above,Person,57.8,54.8,5.3
Andhra Pradesh,Urban,15 years and above,Female,26.7,24,10.3
Andhra Pradesh,Urban,15 years and above,Male,73.9,69.3,6.2
Andhra Pradesh,Urban,15 years and above,Person,49.6,46,7.3
Andhra Pradesh,Rural,All Ages,Female,37.4,36,3.9
Andhra Pradesh,Rural,All Ages,Male,59.5,56.6,4.9
Andhra Pradesh,Rural,All Ages,Person,48.3,46.2,4.5
Andhra Pradesh,Total,All Ages,Female,32.2,30.5,5.3
Andhra Pradesh,Total,All Ages,Male,58.8,55.7,5.3
Andhra Pradesh,Total,All Ages,Person,45.4,43,5.3
Andhra Pradesh,Urban,All Ages,Female,21.7,19.5,10.2
Andhra Pradesh,Urban,All Ages,Male,57.5,53.9,6.2
Andhra Pradesh,Urban,All Ages,Person,39.4,36.6,7.3
Andhra Pradesh,Rural,15-29 years,Female,35.4,31.1,12.2
Andhra Pradesh,Rural,15-29 years,Male,66.8,56.8,15
Andhra Pradesh,Rural,15-29 years,Person,51.7,44.4,14.1
Andhra Pradesh,Total,15-29 years,Female,31.3,26.3,15.9
Andhra Pradesh,Total,15-29 years,Male,63.1,51.9,17.6
Andhra Pradesh,Total,15-29 years,Person,47.4,39.3,17.1
Andhra Pradesh,Urban,15-29 years,Female,23.7,17.6,26.1
Andhra Pradesh,Urban,15-29 years,Male,55.1,41.6,24.5
Andhra Pradesh,Urban,15-29 years,Person,38.8,29.1,25
Andhra Pradesh,Rural,15-59 years,Female,49.6,48,3.2
Andhra Pradesh,Rural,15-59 years,Male,86.1,81.8,4.9
Andhra Pradesh,Rural,15-59 years,Person,67.5,64.6,4.3
Andhra Pradesh,Total,15-59 years,Female,43.7,41.7,4.4
Andhra Pradesh,Total,15-59 years,Male,84.3,79.7,5.5
Andhra Pradesh,Total,15-59 years,Person,63.5,60.3,5.1
Andhra Pradesh,Urban,15-59 years,Female,31.6,29,8.2
