State,Residence_Type,Gender,Age group of children in months,Children without any immunisation (%),Fully immunised children (%),Sample number of children
Jharkhand,Rural,boy,6<=AgW=11,1.1,18.3,451
Jharkhand,Rural,boy,all (0-71 months),1.4,59,1802
Jharkhand,Rural,children,0<=AgW6,3.2,0,306
Jharkhand,Rural,children,12<=AgW=23,0.3,41.3,96
Jharkhand,Rural,children,24<=Age<=35,0.4,62.2,247
Jharkhand,Rural,children,36<=AgW=47,2.4,67.1,322
Jharkhand,Rural,children,48<=AgW=59,3.7,84.5,258
Jharkhand,Rural,children,60<=AgW=71,0.2,83.6,122
Jharkhand,Rural,children,6<=AgW=11,0.8,17.3,451
Jharkhand,Rural,children,all (0-71 months),1.6,58.5,1802
Jharkhand,Rural,girl,0<=AgW6,2.9,0,306
Jharkhand,Rural,girl,12<=AgW=23,0.6,37,96
Jharkhand,Rural,girl,24<=Age<=35,0.8,62,247
Jharkhand,Rural,girl,36<=AgW=47,3.2,71.3,322
Jharkhand,Rural,girl,48<=AgW=59,3.1,81.1,258
Jharkhand,Rural,girl,60<=AgW=71,0.3,78.6,122
Jharkhand,Rural,girl,6<=AgW=11,0.4,16.2,451
Jharkhand,Rural,girl,all (0-71 months),1.8,58,1802
Jharkhand,Total,boy,0<=AgW6,3.1,0,420
Jharkhand,Total,boy,12<=AgW=23,0,44,134
Jharkhand,Total,boy,24<=Age<=35,0,66.2,325
Jharkhand,Total,boy,36<=Age<=47,1.2,66.6,428
Jharkhand,Total,boy,48<=AgW=59,3.7,84.8,342
Jharkhand,Total,boy,60<=AgW=71,0.1,86.9,147
Jharkhand,Total,boy,6<=AgW=11,0.9,17.5,627
Jharkhand,Total,boy,all (0-71 months),1.2,59.4,2423
Jharkhand,Total,children,0<=AgW6,2.7,0,420
Jharkhand,Total,children,12<=AgW=23,0.3,40.4,134
Jharkhand,Total,children,24<=Age<=35,0.4,63,325
Jharkhand,Total,children,36<=Age<=47,2,68.5,428
Jharkhand,Total,children,48<=AgW=59,3.1,83.8,342
Jharkhand,Total,children,60<=AgW=71,0.2,83.8,147
Jharkhand,Total,children,6<=AgW=11,0.7,16.3,627
Jharkhand,Total,children,all (0-71 months),1.4,58.4,2423
Jharkhand,Total,girl,0<=AgW6,2.3,0,420
Jharkhand,Total,girl,12<=AgW=23,0.5,36.6,134
Jharkhand,Total,girl,24<=Age<=35,0.8,59.7,325
Jharkhand,Total,girl,36<=Age<=47,2.8,70.2,428
Jharkhand,Total,girl,48<=AgW=59,2.6,82.9,342
Jharkhand,Total,girl,60<=AgW=71,0.3,79.5,147
Jharkhand,Total,girl,6<=AgW=11,0.6,15,627
Jharkhand,Total,girl,all (0-71 months),1.6,57.4,2423
Jharkhand,Urban,boy,0<=AgW6,0.4,0,114
Jharkhand,Urban,boy,12<=AgW=23,0,33.7,38
Jharkhand,Urban,boy,24<=Age<=35,0,89.4,78
Jharkhand,Urban,boy,36<=Age<=47,0,86.8,106
Jharkhand,Urban,boy,48<=AgW=59,0,65,84
Jharkhand,Urban,boy,60<=AgW=71,0,75,25
Jharkhand,Urban,boy,6<=AgW=11,0,12.5,176
Jharkhand,Urban,boy,all (0-71 months),0,61.8,621
Jharkhand,Urban,children,0<=AgW6,0.2,0,114
Jharkhand,Urban,children,12<=AgW=23,0,32.1,38
Jharkhand,Urban,children,24<=Age<=35,0,68.7,78
Jharkhand,Urban,children,36<=Age<=47,0,76.9,106
Jharkhand,Urban,children,48<=AgW=59,0,79.8,84
Jharkhand,Urban,children,60<=AgW=71,0,90,25
Jharkhand,Urban,children,6<=AgW=11,0.6,10.1,176
Jharkhand,Urban,children,all (0-71 months),0.1,57.9,621
Jharkhand,Urban,girl,0<=AgW6,0,0,114
Jharkhand,Urban,girl,12<=AgW=23,0,20.8,38
Jharkhand,Urban,girl,24<=Age<=35,0,38.9,78
Jharkhand,Urban,girl,36<=Age<=47,0,61.7,106
Jharkhand,Urban,girl,48<=AgW=59,0,93,84
Jharkhand,Urban,girl,60<=AgW=71,0,98.6,25
Jharkhand,Urban,girl,6<=AgW=11,1.4,7.2,176
Jharkhand,Urban,girl,all (0-71 months),0.2,52.6,621
Odisha,Rural,boy,0<=AgW6,2.5,0,348
Odisha,Rural,boy,12<=Age<=23,0,72.5,129
Odisha,Rural,boy,24<=AgW=35,0,81.3,178
Odisha,Rural,boy,36<=AgWm7,0,58.4,239
Odisha,Rural,boy,48<=Age<=59,0,94.3,248
Odisha,Rural,boy,60<=Age<-71,0,94.4,141
Odisha,Rural,boy,6<=AgW=11,0,24.6,482
Odisha,Rural,boy,all (0-71 months),0.2,65.6,1765
Odisha,Rural,children,0<=AgW6,2,0,348
Odisha,Rural,children,12<=Age<=23,0,74.5,129
Odisha,Rural,children,24<=AgW=35,0,70.5,178
Odisha,Rural,children,36<=AgWm7,0,73.4,239
Odisha,Rural,children,48<=Age<=59,0.2,92,248
Odisha,Rural,children,60<=Age<-71,0.2,86.7,141
Odisha,Rural,children,6<=AgW=11,0,22,482
Odisha,Rural,children,all (0-71 months),0.2,65.5,1765
Odisha,Rural,girl,0<=AgW6,1.4,0,348
Odisha,Rural,girl,12<=Age<=23,0,77.5,129
Odisha,Rural,girl,24<=AgW=35,0,59.6,178
Odisha,Rural,girl,36<=AgWm7,0,93.5,239
Odisha,Rural,girl,48<=Age<=59,0.6,88.5,248
Odisha,Rural,girl,60<=Age<-71,0.4,79.1,141
Odisha,Rural,girl,6<=AgW=11,0,19.6,482
Odisha,Rural,girl,all (0-71 months),0.3,65.5,1765
Odisha,Total,boy,0<=AgW6,2.3,0,462
Odisha,Total,boy,12<=Age<=23,0,72.9,160
Odisha,Total,boy,24<=AgW=35,0,82.8,226
Odisha,Total,boy,36<=AgWm7,0,62.9,320
Odisha,Total,boy,48<=Age<=59,0,90.6,326
Odisha,Total,boy,60<=Age<-71,0,93.7,172
Odisha,Total,boy,6<=AgW=11,0,25.1,624
Odisha,Total,boy,all (0-71 months),0.2,67.4,2290
Odisha,Total,children,0<=AgW6,1.8,0,462
Odisha,Total,children,12<=Age<=23,0,74.9,160
Odisha,Total,children,24<=AgW=35,0,72.3,226
Odisha,Total,children,36<=AgWm7,0,76.7,320
Odisha,Total,children,48<=Age<=59,0.2,88.9,326
Odisha,Total,children,60<=Age<-71,0.2,87.3,172
Odisha,Total,children,6<=AgW=11,0,22.9,624
Odisha,Total,children,all (0-71 months),0.2,66.8,2290
Odisha,Total,girl,0<=AgW6,1.3,0,462
Odisha,Total,girl,12<=Age<=23,0,78.1,160
Odisha,Total,girl,24<=AgW=35,0,59.7,226
Odisha,Total,girl,36<=AgWm7,0,92.9,320
Odisha,Total,girl,48<=Age<=59,0.5,85.7,326
Odisha,Total,girl,60<=Age<-71,0.4,80.6,172
Odisha,Total,girl,6<=AgW=11,0,21,624
Odisha,Total,girl,all (0-71 months),0.2,66.1,2290
Odisha,Urban,boy,0<=AgW6,1.1,0,114
Odisha,Urban,boy,12<=Age<=23,0,75.2,31
Odisha,Urban,boy,24<=AgW=35,0,88.7,48
Odisha,Urban,boy,36<=AgWm7,0.2,96.6,81
Odisha,Urban,boy,48<=Age<=59,0,80.3,78
Odisha,Urban,boy,60<=Age<-71,0,89.7,31
Odisha,Urban,boy,6<=AgW=11,0,28.9,142
Odisha,Urban,boy,all (0-71 months),0.1,76.2,525
Odisha,Urban,children,0<=AgW6,0.9,0,114
Odisha,Urban,children,12<=Age<=23,0,77.7,31
Odisha,Urban,children,24<=AgW=35,0,82,48
Odisha,Urban,children,36<=AgWm7,0.1,93.1,81
Odisha,Urban,children,48<=Age<=59,0,77.8,78
Odisha,Urban,children,60<=Age<-71,0.1,91.9,31
Odisha,Urban,children,6<=AgW=11,0,29.5,142
Odisha,Urban,children,all (0-71 months),0.1,73.8,525
Odisha,Urban,girl,0<=AgW6,0.7,0,114
Odisha,Urban,girl,12<=Age<=23,0,84,31
Odisha,Urban,girl,24<=AgW=35,0,61.5,48
Odisha,Urban,girl,36<=AgWm7,0.1,90.9,81
Odisha,Urban,girl,48<=Age<=59,0,70.1,78
Odisha,Urban,girl,60<=Age<-71,0.2,95.5,31
Odisha,Urban,girl,6<=AgW=11,0,30,142
Odisha,Urban,girl,all (0-71 months),0.1,70.1,525
Chhattisgarh,Rural,boy,0<=AgW6,0,0,228
Chhattisgarh,Rural,boy,12<=Age<=23,0,52.2,57
Chhattisgarh,Rural,boy,24<=AgW=35,0.2,69.5,180
Chhattisgarh,Rural,boy,36<=AgWm7,1.6,72.9,232
Chhattisgarh,Rural,boy,48<=Age<=59,0,91.8,177
Chhattisgarh,Rural,boy,60<=Age<-71,0.2,90.3,131
Chhattisgarh,Rural,boy,6<=AgW=11,0,11.4,302
Chhattisgarh,Rural,boy,all (0-71 months),0.4,65.1,1307
Chhattisgarh,Rural,children,0<=AgW6,1.8,0,228
Chhattisgarh,Rural,children,12<=Age<=23,0,71.7,57
Chhattisgarh,Rural,children,24<=AgW=35,0.1,73.8,180
Chhattisgarh,Rural,children,36<=AgWm7,1,71.6,232
Chhattisgarh,Rural,children,48<=Age<=59,0.5,90.7,177
Chhattisgarh,Rural,children,60<=Age<-71,0.2,91.7,131
Chhattisgarh,Rural,children,6<=AgW=11,0,15.7,302
Chhattisgarh,Rural,children,all (0-71 months),0.5,65.4,1307
Chhattisgarh,Rural,girl,0<=AgW6,2.9,0,228
Chhattisgarh,Rural,girl,12<=Age<=23,0,95.1,57
Chhattisgarh,Rural,girl,24<=AgW=35,0,76.7,180
Chhattisgarh,Rural,girl,36<=AgWm7,0.1,69.9,232
Chhattisgarh,Rural,girl,48<=Age<=59,0.9,89.8,177
Chhattisgarh,Rural,girl,60<=Age<-71,0,94.6,131
Chhattisgarh,Rural,girl,6<=AgW=11,0,20.6,302
Chhattisgarh,Rural,girl,all (0-71 months),0.6,65.8,1307
Chhattisgarh,Total,boy,0<=AgW6,0,0,341
Chhattisgarh,Total,boy,12<=Age<=23,0,47.3,102
Chhattisgarh,Total,boy,24<=AgW=35,1,66.8,268
Chhattisgarh,Total,boy,36<=AgWm7,1.4,74.6,333
Chhattisgarh,Total,boy,48<=Age<=59,0.5,90.3,275
Chhattisgarh,Total,boy,60<=Age<-71,0.3,91.4,187
Chhattisgarh,Total,boy,6<=AgW=11,0,12.5,499
Chhattisgarh,Total,boy,all (0-71 months),0.6,64.8,2005
Chhattisgarh,Total,children,0<=AgW6,1.6,0,341
Chhattisgarh,Total,children,12<=Age<=23,0,64.3,102
Chhattisgarh,Total,children,24<=AgW=35,0.5,72.3,268
Chhattisgarh,Total,children,36<=AgWm7,0.9,72.1,333
Chhattisgarh,Total,children,48<=Age<=59,1,89.7,275
Chhattisgarh,Total,children,60<=Age<-71,0.2,92.5,187
Chhattisgarh,Total,children,6<=AgW=11,0.1,17.1,499
Chhattisgarh,Total,children,all (0-71 months),0.6,65.2,2005
Chhattisgarh,Total,girl,0<=AgW6,2.6,0,341
Chhattisgarh,Total,girl,12<=Age<=23,0,85.9,102
Chhattisgarh,Total,girl,24<=AgW=35,0,76.9,268
Chhattisgarh,Total,girl,36<=AgWm7,0.1,68.6,333
Chhattisgarh,Total,girl,48<=Age<=59,1.3,89.1,275
Chhattisgarh,Total,girl,60<=Age<-71,0,94.8,187
Chhattisgarh,Total,girl,6<=AgW=11,0.1,22.6,499
Chhattisgarh,Total,girl,all (0-71 months),0.6,65.7,2005
Chhattisgarh,Urban,boy,0<=AgW6,0,0,113
Chhattisgarh,Urban,boy,12<=Age<=23,0,36.4,45
Chhattisgarh,Urban,boy,24<=AgW=35,2.9,60.4,88
Chhattisgarh,Urban,boy,36<=AgWm7,0,85,101
Chhattisgarh,Urban,boy,48<=Age<=59,2.8,84.1,98
Chhattisgarh,Urban,boy,60<=Age<-71,0.9,96.6,56
Chhattisgarh,Urban,boy,6<=AgW=11,0,17.9,197
Chhattisgarh,Urban,boy,all (0-71 months),1.3,64,698
Chhattisgarh,Urban,children,0<=AgW6,0,0,113
Chhattisgarh,Urban,children,12<=Age<=23,0,46.5,45
Chhattisgarh,Urban,children,24<=AgW=35,1.9,66.9,88
Chhattisgarh,Urban,children,36<=AgWm7,0.1,75.3,101
Chhattisgarh,Urban,children,48<=Age<=59,3.4,84.2,98
Chhattisgarh,Urban,children,60<=Age<-71,0.6,96.2,56
Chhattisgarh,Urban,children,6<=AgW=11,0.4,25,197
Chhattisgarh,Urban,children,all (0-71 months),1.2,64.3,698
Chhattisgarh,Urban,girl,0<=AgW6,0,0,113
Chhattisgarh,Urban,girl,12<=Age<=23,0,61.2,45
Chhattisgarh,Urban,girl,24<=AgW=35,0,78.1,88
Chhattisgarh,Urban,girl,36<=AgWm7,0.3,59.1,101
Chhattisgarh,Urban,girl,48<=Age<=59,4.2,84.4,98
Chhattisgarh,Urban,girl,60<=Age<-71,0,95.4,56
Chhattisgarh,Urban,girl,6<=AgW=11,0.9,34.4,197
Chhattisgarh,Urban,girl,all (0-71 months),1.1,64.7,698
Madhya Pradesh,Rural,boy,0<=AgW6,1.2,0,428
Madhya Pradesh,Rural,boy,12<=AgW=23,7.1,63.9,146
Madhya Pradesh,Rural,boy,24<=AgW=35,0.9,83.2,335
Madhya Pradesh,Rural,boy,36<=Age<=t7,5.6,54.4,400
Madhya Pradesh,Rural,boy,48<=Age<=59,9.4,79,366
Madhya Pradesh,Rural,boy,60<=Age<=71,5.4,85.5,179
Madhya Pradesh,Rural,boy,6<=AgW=11,0,17.4,601
Madhya Pradesh,Rural,boy,all (0-71 months),5.1,60.6,2455
Madhya Pradesh,Rural,children,0<=AgW6,2.4,0,428
Madhya Pradesh,Rural,children,12<=AgW=23,2.3,63.6,146
Madhya Pradesh,Rural,children,24<=AgW=35,1,74.4,335
Madhya Pradesh,Rural,children,36<=Age<=t7,4.5,64.8,400
Madhya Pradesh,Rural,children,48<=Age<=59,8.3,77.4,366
Madhya Pradesh,Rural,children,60<=Age<=71,3.5,87.2,179
Madhya Pradesh,Rural,children,6<=AgW=11,0,19.8,601
Madhya Pradesh,Rural,children,all (0-71 months),3.8,60.9,2455
Madhya Pradesh,Rural,girl,0<=AgW6,3.8,0,428
Madhya Pradesh,Rural,girl,12<=AgW=23,0,63.5,146
Madhya Pradesh,Rural,girl,24<=AgW=35,1.2,68.6,335
Madhya Pradesh,Rural,girl,36<=Age<=t7,3,79.7,400
Madhya Pradesh,Rural,girl,48<=Age<=59,6.7,75,366
Madhya Pradesh,Rural,girl,60<=Age<=71,0.7,89.8,179
Madhya Pradesh,Rural,girl,6<=AgW=11,0,22.1,601
Madhya Pradesh,Rural,girl,all (0-71 months),2.4,61.6,2455
Madhya Pradesh,Total,boy,0<=AgW6,1.4,0,711
Madhya Pradesh,Total,boy,12<=AgW=23,4.2,66.5,271
Madhya Pradesh,Total,boy,24<=AgW=35,0.8,80.9,523
Madhya Pradesh,Total,boy,36<=Age<=t7,4.8,58.4,615
Madhya Pradesh,Total,boy,48<=Age<=59,7.7,81.7,577
Madhya Pradesh,Total,boy,60<=Age<=71,4,85,292
Madhya Pradesh,Total,boy,6<=AgW=11,0,18.8,975
Madhya Pradesh,Total,boy,all (0-71 months),4.1,62.3,3964
Madhya Pradesh,Total,children,0<=AgW6,2.1,0,711
Madhya Pradesh,Total,children,12<=AgW=23,1.7,65.4,271
Madhya Pradesh,Total,children,24<=AgW=35,0.8,75.2,523
Madhya Pradesh,Total,children,36<=Age<=t7,4.2,67.6,615
Madhya Pradesh,Total,children,48<=Age<=59,7.5,79.7,577
Madhya Pradesh,Total,children,60<=Age<=71,2.7,87.9,292
Madhya Pradesh,Total,children,6<=AgW=11,0,20.5,975
Madhya Pradesh,Total,children,all (0-71 months),3.3,62.8,3964
Madhya Pradesh,Total,girl,0<=AgW6,2.9,0,711
Madhya Pradesh,Total,girl,12<=AgW=23,0,64.7,271
Madhya Pradesh,Total,girl,24<=AgW=35,0.9,72.3,523
Madhya Pradesh,Total,girl,36<=Age<=t7,3.4,80.2,615
Madhya Pradesh,Total,girl,48<=Age<=59,7,76.6,577
Madhya Pradesh,Total,girl,60<=Age<=71,0.9,92,292
Madhya Pradesh,Total,girl,6<=AgW=11,0,22.2,975
Madhya Pradesh,Total,girl,all (0-71 months),2.4,63.7,3964
Madhya Pradesh,Urban,boy,0<=AgW6,2,0,283
Madhya Pradesh,Urban,boy,12<=AgW=23,0,70.2,125
Madhya Pradesh,Urban,boy,24<=AgW=35,0.6,72,188
Madhya Pradesh,Urban,boy,36<=Age<=t7,1.1,76.9,215
Madhya Pradesh,Urban,boy,48<=Age<=59,1.2,91.9,211
Madhya Pradesh,Urban,boy,60<=Age<=71,0.1,83.7,113
Madhya Pradesh,Urban,boy,6<=AgW=11,0,23.6,374
Madhya Pradesh,Urban,boy,all (0-71 months),0.7,67.8,1509
Madhya Pradesh,Urban,children,0<=AgW6,1.1,0,283
Madhya Pradesh,Urban,children,12<=AgW=23,0,71.1,125
Madhya Pradesh,Urban,children,24<=AgW=35,0.4,77.3,188
Madhya Pradesh,Urban,children,36<=Age<=t7,2.8,79.3,215
Madhya Pradesh,Urban,children,48<=Age<=59,4,88.3,211
Madhya Pradesh,Urban,children,60<=Age<=71,0.7,89.5,113
Madhya Pradesh,Urban,children,6<=AgW=11,0,23.2,374
Madhya Pradesh,Urban,children,all (0-71 months),1.5,69.2,1509
Madhya Pradesh,Urban,girl,0<=AgW6,0,0,283
Madhya Pradesh,Urban,girl,12<=AgW=23,0,73.3,125
Madhya Pradesh,Urban,girl,24<=AgW=35,0.3,79.5,188
Madhya Pradesh,Urban,girl,36<=Age<=t7,4.7,81.8,215
Madhya Pradesh,Urban,girl,48<=Age<=59,8.3,82.8,211
Madhya Pradesh,Urban,girl,60<=Age<=71,1.3,97.4,113
Madhya Pradesh,Urban,girl,6<=AgW=11,0,22.6,374
Madhya Pradesh,Urban,girl,all (0-71 months),2.4,70.8,1509
Gujarat,Rural,boy,0<=AgW6,0.9,0,206
Gujarat,Rural,boy,12<=AgW=23,0,34.1,76
Gujarat,Rural,boy,24<=Age<=35,0,46.6,174
Gujarat,Rural,boy,36<=AgW=47,0,84.1,201
Gujarat,Rural,boy,48<=AgW=59,0.1,73.8,209
Gujarat,Rural,boy,60<=AgW=71,1.2,64.3,97
Gujarat,Rural,boy,6<=AgW=11,0,21.3,313
Gujarat,Rural,boy,all (0-71 months),0.2,54.8,1276
Gujarat,Rural,children,0<=AgW6,1,0,206
Gujarat,Rural,children,12<=AgW=23,2.9,31.6,76
Gujarat,Rural,children,24<=Age<=35,0.2,60.2,174
Gujarat,Rural,children,36<=AgW=47,3.5,73.9,201
Gujarat,Rural,children,48<=AgW=59,2.4,79,209
Gujarat,Rural,children,60<=AgW=71,0.8,76.6,97
Gujarat,Rural,children,6<=AgW=11,0,23.6,313
Gujarat,Rural,children,all (0-71 months),1.6,57.1,1276
Gujarat,Rural,girl,0<=AgW6,1.1,0,206
Gujarat,Rural,girl,12<=AgW=23,10.8,24.9,76
Gujarat,Rural,girl,24<=Age<=35,0.3,71.1,174
Gujarat,Rural,girl,36<=AgW=47,8.8,58.2,201
Gujarat,Rural,girl,48<=AgW=59,5.2,85.5,209
Gujarat,Rural,girl,60<=AgW=71,0,97.4,97
Gujarat,Rural,girl,6<=AgW=11,0,26.3,313
Gujarat,Rural,girl,all (0-71 months),3.5,60,1276
Gujarat,Total,boy,0<=AgW6,0.6,0,431
Gujarat,Total,boy,12<=AgW=23,0,40.4,148
Gujarat,Total,boy,24<=Age<=35,0,52,350
Gujarat,Total,boy,36<=Age<=47,0,74.2,377
Gujarat,Total,boy,48<=AgW=59,1,78.8,385
Gujarat,Total,boy,60<=AgW=71,0.9,73.3,185
Gujarat,Total,boy,6<=AgW=11,0.7,19.2,664
Gujarat,Total,boy,all (0-71 months),0.4,56.3,2540
Gujarat,Total,children,0<=AgW6,1.2,0,431
Gujarat,Total,children,12<=AgW=23,3.3,44.7,148
Gujarat,Total,children,24<=Age<=35,0.1,65.8,350
Gujarat,Total,children,36<=Age<=47,2,70.8,377
Gujarat,Total,children,48<=AgW=59,2.2,81.9,385
Gujarat,Total,children,60<=AgW=71,0.5,83.1,185
Gujarat,Total,children,6<=AgW=11,0.4,22,664
Gujarat,Total,children,all (0-71 months),1.4,59.6,2540
Gujarat,Total,girl,0<=AgW6,1.8,0,431
Gujarat,Total,girl,12<=AgW=23,8.8,51.7,148
Gujarat,Total,girl,24<=Age<=35,0.2,74.1,350
Gujarat,Total,girl,36<=Age<=47,4.9,66.1,377
Gujarat,Total,girl,48<=AgW=59,3.8,86.1,385
Gujarat,Total,girl,60<=AgW=71,0,96.9,185
Gujarat,Total,girl,6<=AgW=11,0,25.2,664
Gujarat,Total,girl,all (0-71 months),2.5,63.3,2540
Gujarat,Urban,boy,0<=AgW6,0,0,225
Gujarat,Urban,boy,12<=AgW=23,0,52.6,72
Gujarat,Urban,boy,24<=Age<=35,0,64.3,176
Gujarat,Urban,boy,36<=Age<=47,0,60.6,176
Gujarat,Urban,boy,48<=AgW=59,3.1,90,176
Gujarat,Urban,boy,60<=AgW=71,0,97.5,88
Gujarat,Urban,boy,6<=AgW=11,2.1,14.8,351
Gujarat,Urban,boy,all (0-71 months),0.8,59,1264
Gujarat,Urban,children,0<=AgW6,1.5,0,225
Gujarat,Urban,children,12<=AgW=23,3.8,61.5,72
Gujarat,Urban,children,24<=Age<=35,0,73.8,176
Gujarat,Urban,children,36<=Age<=47,0.2,67,176
Gujarat,Urban,children,48<=AgW=59,1.9,89.2,176
Gujarat,Urban,children,60<=AgW=71,0,96.8,88
Gujarat,Urban,children,6<=AgW=11,1.1,18.8,351
Gujarat,Urban,children,all (0-71 months),1,63.7,1264
Gujarat,Urban,girl,0<=AgW6,3.2,0,225
Gujarat,Urban,girl,12<=AgW=23,7.4,69.7,72
Gujarat,Urban,girl,24<=Age<=35,0,77.4,176
Gujarat,Urban,girl,36<=Age<=47,0.4,75.1,176
Gujarat,Urban,girl,48<=AgW=59,0,87.9,176
Gujarat,Urban,girl,60<=AgW=71,0.1,96.2,88
Gujarat,Urban,girl,6<=AgW=11,0,23,351
Gujarat,Urban,girl,all (0-71 months),1.1,68,1264
Maharashtra,Rural,boy,0<=AgW6,1.7,0,421
Maharashtra,Rural,boy,12<=AgW=23,0,58.1,187
Maharashtra,Rural,boy,24<=Age<=35,8.1,63.1,404
Maharashtra,Rural,boy,36<=AgW=47,1.3,59.1,453
Maharashtra,Rural,boy,48<=AgW=59,6.3,71,386
Maharashtra,Rural,boy,60<=AgW=71,9.9,73.8,211
Maharashtra,Rural,boy,6<=AgW=11,0,19.4,660
Maharashtra,Rural,boy,all (0-71 months),4.6,57,2722
Maharashtra,Rural,children,0<=AgW6,1.2,0,421
Maharashtra,Rural,children,12<=AgW=23,0,54.9,187
Maharashtra,Rural,children,24<=Age<=35,5.2,64.1,404
Maharashtra,Rural,children,36<=AgW=47,4.4,64,453
Maharashtra,Rural,children,48<=AgW=59,6.3,74.4,386
Maharashtra,Rural,children,60<=AgW=71,6.5,82,211
Maharashtra,Rural,children,6<=AgW=11,0,17.9,660
Maharashtra,Rural,children,all (0-71 months),4.1,58.8,2722
Maharashtra,Rural,girl,0<=AgW6,0.8,0,421
Maharashtra,Rural,girl,12<=AgW=23,0,52.1,187
Maharashtra,Rural,girl,24<=Age<=35,2.9,64.9,404
Maharashtra,Rural,girl,36<=AgW=47,7.6,69.1,453
Maharashtra,Rural,girl,48<=AgW=59,6.3,79.2,386
Maharashtra,Rural,girl,60<=AgW=71,1.1,94.9,211
Maharashtra,Rural,girl,6<=AgW=11,0,16.1,660
Maharashtra,Rural,girl,all (0-71 months),3.5,60.8,2722
Maharashtra,Total,boy,0<=AgW6,1,0,864
Maharashtra,Total,boy,12<=AgW=23,0,49.1,380
Maharashtra,Total,boy,24<=Age<=35,6,68.4,724
Maharashtra,Total,boy,36<=Age<=47,1.8,70.7,801
Maharashtra,Total,boy,48<=AgW=59,5.2,67.6,761
Maharashtra,Total,boy,60<=AgW=71,5.4,80.1,450
Maharashtra,Total,boy,6<=AgW=11,0.1,15.8,1370
Maharashtra,Total,boy,all (0-71 months),3.4,58.5,5350
Maharashtra,Total,children,0<=AgW6,0.8,0,864
Maharashtra,Total,children,12<=AgW=23,0.3,50.9,380
Maharashtra,Total,children,24<=Age<=35,3.9,65.9,724
Maharashtra,Total,children,36<=Age<=47,3.9,68.4,801
Maharashtra,Total,children,48<=AgW=59,5.3,70.5,761
Maharashtra,Total,children,60<=AgW=71,3.8,85.1,450
Maharashtra,Total,children,6<=AgW=11,0,15.9,1370
Maharashtra,Total,children,all (0-71 months),3.2,58.6,5350
Maharashtra,Total,girl,0<=AgW6,0.7,0,864
Maharashtra,Total,girl,12<=AgW=23,0.5,52.6,380
Maharashtra,Total,girl,24<=Age<=35,2.1,63.6,724
Maharashtra,Total,girl,36<=Age<=47,6.2,66.1,801
Maharashtra,Total,girl,48<=AgW=59,5.4,74,761
Maharashtra,Total,girl,60<=AgW=71,0.8,94,450
Maharashtra,Total,girl,6<=AgW=11,0,15.9,1370
Maharashtra,Total,girl,all (0-71 months),3,58.7,5350
Maharashtra,Urban,boy,0<=AgW6,0.2,0,443
Maharashtra,Urban,boy,12<=AgW=23,0.1,37.6,193
Maharashtra,Urban,boy,24<=Age<=35,3.2,75.5,320
Maharashtra,Urban,boy,36<=Age<=47,2.4,86.2,348
Maharashtra,Urban,boy,48<=AgW=59,3.1,60.5,375
Maharashtra,Urban,boy,60<=AgW=71,0.4,87.3,239
Maharashtra,Urban,boy,6<=AgW=11,0.2,10,710
Maharashtra,Urban,boy,all (0-71 months),1.7,60.7,2628
Maharashtra,Urban,children,0<=AgW6,0.4,0,443
Maharashtra,Urban,children,12<=AgW=23,0.7,45.4,193
Maharashtra,Urban,children,24<=Age<=35,1.9,68.9,320
Maharashtra,Urban,children,36<=Age<=47,3.3,74.3,348
Maharashtra,Urban,children,48<=AgW=59,3.7,64.1,375
Maharashtra,Urban,children,60<=AgW=71,0.4,89,239
Maharashtra,Urban,children,6<=AgW=11,0.1,12.9,710
Maharashtra,Urban,children,all (0-71 months),1.9,58.3,2628
Maharashtra,Urban,girl,0<=AgW6,0.5,0,443
Maharashtra,Urban,girl,12<=AgW=23,1.3,53.2,193
Maharashtra,Urban,girl,24<=Age<=35,0.3,61,320
Maharashtra,Urban,girl,36<=Age<=47,4.3,62.2,348
Maharashtra,Urban,girl,48<=AgW=59,4.1,67.3,375
Maharashtra,Urban,girl,60<=AgW=71,0.3,92.7,239
Maharashtra,Urban,girl,6<=AgW=11,0,15.7,710
Maharashtra,Urban,girl,all (0-71 months),2.1,55.5,2628
Andhra Pradesh,Rural,boy,0<=Age<6,2.6,0,278
Andhra Pradesh,Rural,boy,12<=AgW=23,0,77.5,110
Andhra Pradesh,Rural,boy,24<=AgW=35,0.1,63.3,170
Andhra Pradesh,Rural,boy,36<=AgW=47,0.2,85.3,236
Andhra Pradesh,Rural,boy,48<=Age<-59,0.1,93.9,170
Andhra Pradesh,Rural,boy,60<=AgW=71,0,79.3,96
Andhra Pradesh,Rural,boy,6<=Age<=11,0,29.2,369
Andhra Pradesh,Rural,boy,all (0-71 months),0.3,72.4,1429
Andhra Pradesh,Rural,children,0<=Age<6,2.4,0,278
Andhra Pradesh,Rural,children,12<=AgW=23,0,70.8,110
Andhra Pradesh,Rural,children,24<=AgW=35,0.1,82.2,170
Andhra Pradesh,Rural,children,36<=AgW=47,0.1,81.1,236
Andhra Pradesh,Rural,children,48<=Age<-59,0.1,89.7,170
Andhra Pradesh,Rural,children,60<=AgW=71,0,93.3,96
Andhra Pradesh,Rural,children,6<=Age<=11,0,22.2,369
Andhra Pradesh,Rural,children,all (0-71 months),0.2,72.8,1429
Andhra Pradesh,Rural,girl,0<=Age<6,2.3,0,278
