State,Residence_Type,Gender,Course type,Distribution of students pursuing various courses (%)
Assam,Total,Male,up to X,83.4
Assam,Total,Person,all (incl. n.r.),100
Assam,Total,Person,commerce,2.3
Assam,Total,Person,courses from ITI/ recognised vocational institutes,0.2
Assam,Total,Person,engineering,0.2
Assam,Total,Person,humanities,11.3
Assam,Total,Person,IT/ computer courses,0
Assam,Total,Person,law,0
Assam,Total,Person,management,0
Assam,Total,Person,medicine,0
Assam,Total,Person,others*,0.4
Assam,Total,Person,science,2.1
Assam,Total,Person,up to X,83.5
Assam,Urban,Female,all (incl. n.r.),100
Assam,Urban,Female,commerce,4.4
Assam,Urban,Female,courses from ITI/ recognised vocational institutes,0.1
Assam,Urban,Female,engineering,1
Assam,Urban,Female,humanities,18.1
Assam,Urban,Female,IT/ computer courses,0.1
Assam,Urban,Female,law,0
Assam,Urban,Female,management,0
Assam,Urban,Female,medicine,0.4
Assam,Urban,Female,others*,0.4
Assam,Urban,Female,science,6.4
Assam,Urban,Female,up to X,69.1
Assam,Urban,Male,all (incl. n.r.),100
Assam,Urban,Male,commerce,9.7
Assam,Urban,Male,courses from ITI/ recognised vocational institutes,0.3
Assam,Urban,Male,engineering,1
Assam,Urban,Male,humanities,10.6
Assam,Urban,Male,IT/ computer courses,0.2
Assam,Urban,Male,law,0.1
Assam,Urban,Male,management,0.1
Assam,Urban,Male,medicine,0
Assam,Urban,Male,others*,0.5
Assam,Urban,Male,science,7.6
Assam,Urban,Male,up to X,69.9
Assam,Urban,Person,all (incl. n.r.),100
Assam,Urban,Person,commerce,7.4
Assam,Urban,Person,courses from ITI/ recognised vocational institutes,0.2
Assam,Urban,Person,engineering,1
Assam,Urban,Person,humanities,13.9
Assam,Urban,Person,IT/ computer courses,0.1
Assam,Urban,Person,law,0.1
Assam,Urban,Person,management,0.1
Assam,Urban,Person,medicine,0.2
Assam,Urban,Person,others*,0.4
Assam,Urban,Person,science,7.1
Assam,Urban,Person,up to X,69.6
West Bengal,Rural,Female,all (incl. n.r.),100
West Bengal,Rural,Female,commerce,0.3
West Bengal,Rural,Female,courses from ITI/ recognised vocational institutes,0
West Bengal,Rural,Female,engineering,0
West Bengal,Rural,Female,humanities,14.2
West Bengal,Rural,Female,IT/ computer courses,0.1
West Bengal,Rural,Female,law,0
West Bengal,Rural,Female,management,0.1
West Bengal,Rural,Female,medicine,0
West Bengal,Rural,Female,others*,0.5
West Bengal,Rural,Female,science,0.4
West Bengal,Rural,Female,up to X,84.3
West Bengal,Rural,Male,all (incl. n.r.),100
West Bengal,Rural,Male,commerce,0.5
West Bengal,Rural,Male,courses from ITI/ recognised vocational institutes,0.2
West Bengal,Rural,Male,engineering,0.4
West Bengal,Rural,Male,humanities,14.2
West Bengal,Rural,Male,IT/ computer courses,0.1
West Bengal,Rural,Male,law,0
West Bengal,Rural,Male,management,0.1
West Bengal,Rural,Male,medicine,0.1
West Bengal,Rural,Male,others*,0.5
West Bengal,Rural,Male,science,1
West Bengal,Rural,Male,up to X,82.9
West Bengal,Rural,Person,all (incl. n.r.),100
West Bengal,Rural,Person,commerce,0.4
West Bengal,Rural,Person,courses from ITI/ recognised vocational institutes,0.1
West Bengal,Rural,Person,engineering,0.2
West Bengal,Rural,Person,humanities,14.2
West Bengal,Rural,Person,IT/ computer courses,0.1
West Bengal,Rural,Person,law,0
West Bengal,Rural,Person,management,0.1
West Bengal,Rural,Person,medicine,0.1
West Bengal,Rural,Person,others*,0.5
West Bengal,Rural,Person,science,0.7
West Bengal,Rural,Person,up to X,83.6
West Bengal,Total,Female,all (incl. n.r.),100
West Bengal,Total,Female,commerce,0.8
West Bengal,Total,Female,courses from ITI/ recognised vocational institutes,0
West Bengal,Total,Female,engineering,0.2
West Bengal,Total,Female,humanities,14.7
West Bengal,Total,Female,IT/ computer courses,0.1
West Bengal,Total,Female,law,0
West Bengal,Total,Female,management,0.2
West Bengal,Total,Female,medicine,0.3
West Bengal,Total,Female,others*,0.7
West Bengal,Total,Female,science,1.3
West Bengal,Total,Female,up to X,81.7
West Bengal,Total,Male,all (incl. n.r.),100
West Bengal,Total,Male,commerce,1.4
West Bengal,Total,Male,courses from ITI/ recognised vocational institutes,0.3
West Bengal,Total,Male,engineering,0.8
West Bengal,Total,Male,humanities,13.5
West Bengal,Total,Male,IT/ computer courses,0.3
West Bengal,Total,Male,law,0
West Bengal,Total,Male,management,0.1
West Bengal,Total,Male,medicine,0.1
West Bengal,Total,Male,others*,0.7
West Bengal,Total,Male,science,2.7
West Bengal,Total,Male,up to X,80
West Bengal,Total,Person,all (incl. n.r.),100
West Bengal,Total,Person,commerce,1.1
West Bengal,Total,Person,courses from ITI/ recognised vocational institutes,0.2
West Bengal,Total,Person,engineering,0.5
West Bengal,Total,Person,humanities,14.1
West Bengal,Total,Person,IT/ computer courses,0.2
West Bengal,Total,Person,law,0
West Bengal,Total,Person,management,0.1
West Bengal,Total,Person,medicine,0.2
West Bengal,Total,Person,others*,0.7
West Bengal,Total,Person,science,2
West Bengal,Total,Person,up to X,80.8
West Bengal,Urban,Female,all (incl. n.r.),100
West Bengal,Urban,Female,commerce,2.3
West Bengal,Urban,Female,courses from ITI/ recognised vocational institutes,0.1
West Bengal,Urban,Female,engineering,0.5
West Bengal,Urban,Female,humanities,16
West Bengal,Urban,Female,IT/ computer courses,0.2
West Bengal,Urban,Female,law,0.1
West Bengal,Urban,Female,management,0.3
West Bengal,Urban,Female,medicine,1
West Bengal,Urban,Female,others*,1.2
West Bengal,Urban,Female,science,3.8
West Bengal,Urban,Female,up to X,74.5
West Bengal,Urban,Male,all (incl. n.r.),100
West Bengal,Urban,Male,commerce,3.8
West Bengal,Urban,Male,courses from ITI/ recognised vocational institutes,0.6
West Bengal,Urban,Male,engineering,2.1
West Bengal,Urban,Male,humanities,11.7
West Bengal,Urban,Male,IT/ computer courses,0.7
West Bengal,Urban,Male,law,0.1
West Bengal,Urban,Male,management,0.2
West Bengal,Urban,Male,medicine,0.1
West Bengal,Urban,Male,others*,1.2
West Bengal,Urban,Male,science,7.1
West Bengal,Urban,Male,up to X,72.4
West Bengal,Urban,Person,all (incl. n.r.),100
West Bengal,Urban,Person,commerce,3.1
West Bengal,Urban,Person,courses from ITI/ recognised vocational institutes,0.3
West Bengal,Urban,Person,engineering,1.3
West Bengal,Urban,Person,humanities,13.8
West Bengal,Urban,Person,IT/ computer courses,0.5
West Bengal,Urban,Person,law,0.1
West Bengal,Urban,Person,management,0.3
West Bengal,Urban,Person,medicine,0.5
West Bengal,Urban,Person,others*,1.2
West Bengal,Urban,Person,science,5.5
West Bengal,Urban,Person,up to X,73.4
Jharkhand,Rural,Female,all (incl. n.r.),100
Jharkhand,Rural,Female,commerce,0.4
Jharkhand,Rural,Female,courses from ITI/ recognised vocational institutes,0
Jharkhand,Rural,Female,engineering,0
Jharkhand,Rural,Female,humanities,7.2
Jharkhand,Rural,Female,IT/ computer courses,0
Jharkhand,Rural,Female,law,0
Jharkhand,Rural,Female,management,0
Jharkhand,Rural,Female,medicine,0
Jharkhand,Rural,Female,others*,0.3
Jharkhand,Rural,Female,science,0.4
Jharkhand,Rural,Female,up to X,91.8
Jharkhand,Rural,Male,all (incl. n.r.),100
Jharkhand,Rural,Male,commerce,1
Jharkhand,Rural,Male,courses from ITI/ recognised vocational institutes,0.5
Jharkhand,Rural,Male,engineering,0.1
Jharkhand,Rural,Male,humanities,10
Jharkhand,Rural,Male,IT/ computer courses,0
Jharkhand,Rural,Male,law,0
Jharkhand,Rural,Male,management,0
Jharkhand,Rural,Male,medicine,0.2
Jharkhand,Rural,Male,others*,0.2
Jharkhand,Rural,Male,science,1.5
Jharkhand,Rural,Male,up to X,86.5
Jharkhand,Rural,Person,all (incl. n.r.),100
Jharkhand,Rural,Person,commerce,0.7
Jharkhand,Rural,Person,courses from ITI/ recognised vocational institutes,0.3
Jharkhand,Rural,Person,engineering,0.1
Jharkhand,Rural,Person,humanities,8.7
Jharkhand,Rural,Person,IT/ computer courses,0
Jharkhand,Rural,Person,law,0
Jharkhand,Rural,Person,management,0
Jharkhand,Rural,Person,medicine,0.1
Jharkhand,Rural,Person,others*,0.3
Jharkhand,Rural,Person,science,1
Jharkhand,Rural,Person,up to X,88.8
Jharkhand,Total,Female,all (incl. n.r.),100
Jharkhand,Total,Female,commerce,1
Jharkhand,Total,Female,courses from ITI/ recognised vocational institutes,0
Jharkhand,Total,Female,engineering,0.2
Jharkhand,Total,Female,humanities,9
Jharkhand,Total,Female,IT/ computer courses,0
Jharkhand,Total,Female,law,0
Jharkhand,Total,Female,management,0
Jharkhand,Total,Female,medicine,0
Jharkhand,Total,Female,others*,0.4
Jharkhand,Total,Female,science,2.1
Jharkhand,Total,Female,up to X,87.2
Jharkhand,Total,Male,all (incl. n.r.),100
Jharkhand,Total,Male,commerce,1.3
Jharkhand,Total,Male,courses from ITI/ recognised vocational institutes,0.9
Jharkhand,Total,Male,engineering,0.3
Jharkhand,Total,Male,humanities,10
Jharkhand,Total,Male,IT/ computer courses,0
Jharkhand,Total,Male,law,0
Jharkhand,Total,Male,management,0
Jharkhand,Total,Male,medicine,0.2
Jharkhand,Total,Male,others*,0.3
Jharkhand,Total,Male,science,2.3
Jharkhand,Total,Male,up to X,84.7
Jharkhand,Total,Person,all (incl. n.r.),100
Jharkhand,Total,Person,commerce,1.2
Jharkhand,Total,Person,courses from ITI/ recognised vocational institutes,0.5
Jharkhand,Total,Person,engineering,0.2
Jharkhand,Total,Person,humanities,9.6
Jharkhand,Total,Person,IT/ computer courses,0
Jharkhand,Total,Person,law,0
Jharkhand,Total,Person,management,0
Jharkhand,Total,Person,medicine,0.1
Jharkhand,Total,Person,others*,0.3
Jharkhand,Total,Person,science,2.2
Jharkhand,Total,Person,up to X,85.8
Jharkhand,Urban,Female,all (incl. n.r.),100
Jharkhand,Urban,Female,commerce,3.5
Jharkhand,Urban,Female,courses from ITI/ recognised vocational institutes,0
Jharkhand,Urban,Female,engineering,1
Jharkhand,Urban,Female,humanities,16.1
Jharkhand,Urban,Female,IT/ computer courses,0.2
Jharkhand,Urban,Female,law,0
Jharkhand,Urban,Female,management,0.1
Jharkhand,Urban,Female,medicine,0
Jharkhand,Urban,Female,others*,0.8
Jharkhand,Urban,Female,science,8.7
Jharkhand,Urban,Female,up to X,69.7
Jharkhand,Urban,Male,all (incl. n.r.),100
Jharkhand,Urban,Male,commerce,2.4
Jharkhand,Urban,Male,courses from ITI/ recognised vocational institutes,2.4
Jharkhand,Urban,Male,engineering,0.9
Jharkhand,Urban,Male,humanities,10.3
Jharkhand,Urban,Male,IT/ computer courses,0.1
Jharkhand,Urban,Male,law,0
Jharkhand,Urban,Male,management,0
Jharkhand,Urban,Male,medicine,0.2
Jharkhand,Urban,Male,others*,0.6
Jharkhand,Urban,Male,science,5.5
Jharkhand,Urban,Male,up to X,77.6
Jharkhand,Urban,Person,all (incl. n.r.),100
Jharkhand,Urban,Person,commerce,2.8
Jharkhand,Urban,Person,courses from ITI/ recognised vocational institutes,1.3
Jharkhand,Urban,Person,engineering,0.9
Jharkhand,Urban,Person,humanities,12.9
Jharkhand,Urban,Person,IT/ computer courses,0.2
Jharkhand,Urban,Person,law,0
Jharkhand,Urban,Person,management,0.1
Jharkhand,Urban,Person,medicine,0.1
Jharkhand,Urban,Person,others*,0.7
Jharkhand,Urban,Person,science,6.9
Jharkhand,Urban,Person,up to X,74.1
Odisha,Rural,Female,all (incl. n.r.),100
Odisha,Rural,Female,commerce,1.4
Odisha,Rural,Female,courses from ITI/ recognised vocational institutes,0.1
Odisha,Rural,Female,engineering,0.1
Odisha,Rural,Female,humanities,10.6
Odisha,Rural,Female,IT/ computer courses,0.3
Odisha,Rural,Female,law,0
Odisha,Rural,Female,management,0.2
Odisha,Rural,Female,medicine,0
Odisha,Rural,Female,others*,0.2
Odisha,Rural,Female,science,1.3
Odisha,Rural,Female,up to X,85.9
Odisha,Rural,Male,all (incl. n.r.),100
Odisha,Rural,Male,commerce,2.1
Odisha,Rural,Male,courses from ITI/ recognised vocational institutes,0.7
Odisha,Rural,Male,engineering,0.5
Odisha,Rural,Male,humanities,10.4
Odisha,Rural,Male,IT/ computer courses,0.2
Odisha,Rural,Male,law,0
Odisha,Rural,Male,management,0.1
Odisha,Rural,Male,medicine,0.1
Odisha,Rural,Male,others*,0.9
Odisha,Rural,Male,science,2.7
Odisha,Rural,Male,up to X,82.3
Odisha,Rural,Person,all (incl. n.r.),100
Odisha,Rural,Person,commerce,1.8
Odisha,Rural,Person,courses from ITI/ recognised vocational institutes,0.4
Odisha,Rural,Person,engineering,0.3
Odisha,Rural,Person,humanities,10.5
Odisha,Rural,Person,IT/ computer courses,0.3
Odisha,Rural,Person,law,0
Odisha,Rural,Person,management,0.1
Odisha,Rural,Person,medicine,0
Odisha,Rural,Person,others*,0.6
Odisha,Rural,Person,science,2
Odisha,Rural,Person,up to X,83.9
Odisha,Total,Female,all (incl. n.r.),100
Odisha,Total,Female,commerce,1.4
Odisha,Total,Female,courses from ITI/ recognised vocational institutes,0.1
Odisha,Total,Female,engineering,0.4
Odisha,Total,Female,humanities,10.4
Odisha,Total,Female,IT/ computer courses,0.4
Odisha,Total,Female,law,0
Odisha,Total,Female,management,0.2
Odisha,Total,Female,medicine,0
Odisha,Total,Female,others*,0.6
Odisha,Total,Female,science,2.3
Odisha,Total,Female,up to X,84.2
Odisha,Total,Male,all (incl. n.r.),100
Odisha,Total,Male,commerce,2.2
Odisha,Total,Male,courses from ITI/ recognised vocational institutes,0.7
Odisha,Total,Male,engineering,1.2
Odisha,Total,Male,humanities,10.3
Odisha,Total,Male,IT/ computer courses,0.2
Odisha,Total,Male,law,0
Odisha,Total,Male,management,0.1
Odisha,Total,Male,medicine,0.1
Odisha,Total,Male,others*,0.9
Odisha,Total,Male,science,3.6
Odisha,Total,Male,up to X,80.6
Odisha,Total,Person,all (incl. n.r.),100
Odisha,Total,Person,commerce,1.8
Odisha,Total,Person,courses from ITI/ recognised vocational institutes,0.5
Odisha,Total,Person,engineering,0.8
Odisha,Total,Person,humanities,10.3
Odisha,Total,Person,IT/ computer courses,0.3
Odisha,Total,Person,law,0
Odisha,Total,Person,management,0.2
Odisha,Total,Person,medicine,0.1
Odisha,Total,Person,others*,0.8
Odisha,Total,Person,science,3.1
Odisha,Total,Person,up to X,82.2
Odisha,Urban,Female,all (incl. n.r.),100
Odisha,Urban,Female,commerce,1.3
Odisha,Urban,Female,courses from ITI/ recognised vocational institutes,0.3
Odisha,Urban,Female,engineering,2
Odisha,Urban,Female,humanities,9.5
Odisha,Urban,Female,IT/ computer courses,0.7
Odisha,Urban,Female,law,0.1
Odisha,Urban,Female,management,0.5
Odisha,Urban,Female,medicine,0.2
Odisha,Urban,Female,others*,2.4
Odisha,Urban,Female,science,7.8
Odisha,Urban,Female,up to X,75.3
Odisha,Urban,Male,all (incl. n.r.),100
Odisha,Urban,Male,commerce,2.3
Odisha,Urban,Male,courses from ITI/ recognised vocational institutes,1
Odisha,Urban,Male,engineering,4.4
Odisha,Urban,Male,humanities,9.5
Odisha,Urban,Male,IT/ computer courses,0.3
Odisha,Urban,Male,law,0.2
Odisha,Urban,Male,management,0.1
Odisha,Urban,Male,medicine,0.1
Odisha,Urban,Male,others*,1
Odisha,Urban,Male,science,8.2
Odisha,Urban,Male,up to X,72.7
Odisha,Urban,Person,all (incl. n.r.),100
Odisha,Urban,Person,commerce,1.9
Odisha,Urban,Person,courses from ITI/ recognised vocational institutes,0.7
Odisha,Urban,Person,engineering,3.3
Odisha,Urban,Person,humanities,9.5
Odisha,Urban,Person,IT/ computer courses,0.5
Odisha,Urban,Person,law,0.1
Odisha,Urban,Person,management,0.3
Odisha,Urban,Person,medicine,0.2
Odisha,Urban,Person,others*,1.6
Odisha,Urban,Person,science,8
Odisha,Urban,Person,up to X,73.8
Chhattisgarh,Rural,Female,all (incl. n.r.),100
Chhattisgarh,Rural,Female,commerce,2.2
Chhattisgarh,Rural,Female,courses from ITI/ recognised vocational institutes,0.1
Chhattisgarh,Rural,Female,engineering,0.3
Chhattisgarh,Rural,Female,humanities,6.8
Chhattisgarh,Rural,Female,IT/ computer courses,0.2
Chhattisgarh,Rural,Female,law,0
Chhattisgarh,Rural,Female,management,0
Chhattisgarh,Rural,Female,medicine,0
Chhattisgarh,Rural,Female,others*,0.3
Chhattisgarh,Rural,Female,science,3.7
Chhattisgarh,Rural,Female,up to X,86.4
Chhattisgarh,Rural,Male,all (incl. n.r.),100
Chhattisgarh,Rural,Male,commerce,2.9
Chhattisgarh,Rural,Male,courses from ITI/ recognised vocational institutes,0.2
Chhattisgarh,Rural,Male,engineering,0.1
Chhattisgarh,Rural,Male,humanities,7.8
Chhattisgarh,Rural,Male,IT/ computer courses,0.2
Chhattisgarh,Rural,Male,law,0
Chhattisgarh,Rural,Male,management,0.1
Chhattisgarh,Rural,Male,medicine,0.1
Chhattisgarh,Rural,Male,others*,0.7
Chhattisgarh,Rural,Male,science,5.3
Chhattisgarh,Rural,Male,up to X,82.7
Chhattisgarh,Rural,Person,all (incl. n.r.),100
Chhattisgarh,Rural,Person,commerce,2.6
Chhattisgarh,Rural,Person,courses from ITI/ recognised vocational institutes,0.1
Chhattisgarh,Rural,Person,engineering,0.2
Chhattisgarh,Rural,Person,humanities,7.3
Chhattisgarh,Rural,Person,IT/ computer courses,0.2
Chhattisgarh,Rural,Person,law,0
Chhattisgarh,Rural,Person,management,0.1
Chhattisgarh,Rural,Person,medicine,0.1
Chhattisgarh,Rural,Person,others*,0.5
Chhattisgarh,Rural,Person,science,4.6
Chhattisgarh,Rural,Person,up to X,84.3
Chhattisgarh,Total,Female,all (incl. n.r.),100
Chhattisgarh,Total,Female,commerce,3
Chhattisgarh,Total,Female,courses from ITI/ recognised vocational institutes,0.1
Chhattisgarh,Total,Female,engineering,0.4
Chhattisgarh,Total,Female,humanities,6.6
Chhattisgarh,Total,Female,IT/ computer courses,0.2
Chhattisgarh,Total,Female,law,0
Chhattisgarh,Total,Female,management,0
Chhattisgarh,Total,Female,medicine,0.2
Chhattisgarh,Total,Female,others*,0.6
Chhattisgarh,Total,Female,science,4.8
Chhattisgarh,Total,Female,up to X,84
Chhattisgarh,Total,Male,all (incl. n.r.),100
Chhattisgarh,Total,Male,commerce,3.4
Chhattisgarh,Total,Male,courses from ITI/ recognised vocational institutes,0.2
Chhattisgarh,Total,Male,engineering,0.8
Chhattisgarh,Total,Male,humanities,7.5
Chhattisgarh,Total,Male,IT/ computer courses,0.2
Chhattisgarh,Total,Male,law,0
Chhattisgarh,Total,Male,management,0.1
Chhattisgarh,Total,Male,medicine,0.1
Chhattisgarh,Total,Male,others*,0.6
Chhattisgarh,Total,Male,science,5.4
Chhattisgarh,Total,Male,up to X,81.6
Chhattisgarh,Total,Person,all (incl. n.r.),100
Chhattisgarh,Total,Person,commerce,3.3
Chhattisgarh,Total,Person,courses from ITI/ recognised vocational institutes,0.1
Chhattisgarh,Total,Person,engineering,0.6
Chhattisgarh,Total,Person,humanities,7.1
Chhattisgarh,Total,Person,IT/ computer courses,0.2
Chhattisgarh,Total,Person,law,0
Chhattisgarh,Total,Person,management,0.1
Chhattisgarh,Total,Person,medicine,0.1
Chhattisgarh,Total,Person,others*,0.6
Chhattisgarh,Total,Person,science,5.1
Chhattisgarh,Total,Person,up to X,82.7
Chhattisgarh,Urban,Female,all (incl. n.r.),100
Chhattisgarh,Urban,Female,commerce,6.9
Chhattisgarh,Urban,Female,courses from ITI/ recognised vocational institutes,0.1
Chhattisgarh,Urban,Female,engineering,1.1
Chhattisgarh,Urban,Female,humanities,6.1
Chhattisgarh,Urban,Female,IT/ computer courses,0.4
Chhattisgarh,Urban,Female,law,0.1
Chhattisgarh,Urban,Female,management,0.1
Chhattisgarh,Urban,Female,medicine,0.7
Chhattisgarh,Urban,Female,others*,1.6
Chhattisgarh,Urban,Female,science,10.1
Chhattisgarh,Urban,Female,up to X,72.9
Chhattisgarh,Urban,Male,all (incl. n.r.),100
Chhattisgarh,Urban,Male,commerce,5.9
Chhattisgarh,Urban,Male,courses from ITI/ recognised vocational institutes,0.2
Chhattisgarh,Urban,Male,engineering,4
Chhattisgarh,Urban,Male,humanities,6
Chhattisgarh,Urban,Male,IT/ computer courses,0.4
Chhattisgarh,Urban,Male,law,0
Chhattisgarh,Urban,Male,management,0.3
Chhattisgarh,Urban,Male,medicine,0.3
Chhattisgarh,Urban,Male,others*,0.2
Chhattisgarh,Urban,Male,science,5.9
Chhattisgarh,Urban,Male,up to X,76.7
Chhattisgarh,Urban,Person,all (incl. n.r.),100
Chhattisgarh,Urban,Person,commerce,6.3
Chhattisgarh,Urban,Person,courses from ITI/ recognised vocational institutes,0.2
Chhattisgarh,Urban,Person,engineering,2.7
Chhattisgarh,Urban,Person,humanities,6
Chhattisgarh,Urban,Person,IT/ computer courses,0.4
Chhattisgarh,Urban,Person,law,0
Chhattisgarh,Urban,Person,management,0.2
Chhattisgarh,Urban,Person,medicine,0.5
Chhattisgarh,Urban,Person,others*,0.8
Chhattisgarh,Urban,Person,science,7.8
Chhattisgarh,Urban,Person,up to X,75
Madhya Pradesh,Rural,Female,all (incl. n.r.),100
Madhya Pradesh,Rural,Female,commerce,2.6
Madhya Pradesh,Rural,Female,courses from ITI/ recognised vocational institutes,0.1
Madhya Pradesh,Rural,Female,engineering,0.2
Madhya Pradesh,Rural,Female,humanities,6.6
Madhya Pradesh,Rural,Female,IT/ computer courses,0.2
Madhya Pradesh,Rural,Female,law,0
Madhya Pradesh,Rural,Female,management,0.1
Madhya Pradesh,Rural,Female,medicine,0.1
Madhya Pradesh,Rural,Female,others*,0.8
Madhya Pradesh,Rural,Female,science,3.2
Madhya Pradesh,Rural,Female,up to X,86.2
Madhya Pradesh,Rural,Male,all (incl. n.r.),100
Madhya Pradesh,Rural,Male,commerce,3
Madhya Pradesh,Rural,Male,courses from ITI/ recognised vocational institutes,0.7
Madhya Pradesh,Rural,Male,engineering,0.4
Madhya Pradesh,Rural,Male,humanities,6.6
Madhya Pradesh,Rural,Male,IT/ computer courses,0.2
Madhya Pradesh,Rural,Male,law,0.2
Madhya Pradesh,Rural,Male,management,0.1
Madhya Pradesh,Rural,Male,medicine,0
Madhya Pradesh,Rural,Male,others*,0.5
Madhya Pradesh,Rural,Male,science,5.4
Madhya Pradesh,Rural,Male,up to X,82.9
Madhya Pradesh,Rural,Person,all (incl. n.r.),100
Madhya Pradesh,Rural,Person,commerce,2.8
Madhya Pradesh,Rural,Person,courses from ITI/ recognised vocational institutes,0.5
Madhya Pradesh,Rural,Person,engineering,0.3
Madhya Pradesh,Rural,Person,humanities,6.6
Madhya Pradesh,Rural,Person,IT/ computer courses,0.2
Madhya Pradesh,Rural,Person,law,0.1
Madhya Pradesh,Rural,Person,management,0.1
Madhya Pradesh,Rural,Person,medicine,0
Madhya Pradesh,Rural,Person,others*,0.6
Madhya Pradesh,Rural,Person,science,4.4
Madhya Pradesh,Rural,Person,up to X,84.3
Madhya Pradesh,Total,Female,all (incl. n.r.),100
Madhya Pradesh,Total,Female,commerce,3.5
Madhya Pradesh,Total,Female,courses from ITI/ recognised vocational institutes,0.1
Madhya Pradesh,Total,Female,engineering,0.4
Madhya Pradesh,Total,Female,humanities,7
Madhya Pradesh,Total,Female,IT/ computer courses,0.4
Madhya Pradesh,Total,Female,law,0
Madhya Pradesh,Total,Female,management,0.3
Madhya Pradesh,Total,Female,medicine,0.2
Madhya Pradesh,Total,Female,others*,1.1
Madhya Pradesh,Total,Female,science,4.1
Madhya Pradesh,Total,Female,up to X,82.9
Madhya Pradesh,Total,Male,all (incl. n.r.),100
Madhya Pradesh,Total,Male,commerce,4.1
Madhya Pradesh,Total,Male,courses from ITI/ recognised vocational institutes,0.8
Madhya Pradesh,Total,Male,engineering,1.1
Madhya Pradesh,Total,Male,humanities,6.6
Madhya Pradesh,Total,Male,IT/ computer courses,0.3
Madhya Pradesh,Total,Male,law,0.2
Madhya Pradesh,Total,Male,management,0.2
Madhya Pradesh,Total,Male,medicine,0.1
Madhya Pradesh,Total,Male,others*,0.7
Madhya Pradesh,Total,Male,science,6.1
Madhya Pradesh,Total,Male,up to X,79.9
Madhya Pradesh,Total,Person,all (incl. n.r.),100
Madhya Pradesh,Total,Person,commerce,3.8
Madhya Pradesh,Total,Person,courses from ITI/ recognised vocational institutes,0.5
Madhya Pradesh,Total,Person,engineering,0.8
Madhya Pradesh,Total,Person,humanities,6.8
Madhya Pradesh,Total,Person,IT/ computer courses,0.3
Madhya Pradesh,Total,Person,law,0.1
Madhya Pradesh,Total,Person,management,0.2
Madhya Pradesh,Total,Person,medicine,0.1
Madhya Pradesh,Total,Person,others*,0.9
Madhya Pradesh,Total,Person,science,5.2
Madhya Pradesh,Total,Person,up to X,81.2
Madhya Pradesh,Urban,Female,all (incl. n.r.),100
Madhya Pradesh,Urban,Female,commerce,6.1
Madhya Pradesh,Urban,Female,courses from ITI/ recognised vocational institutes,0.2
Madhya Pradesh,Urban,Female,engineering,1.2
Madhya Pradesh,Urban,Female,humanities,8.4
Madhya Pradesh,Urban,Female,IT/ computer courses,1.1
Madhya Pradesh,Urban,Female,law,0.2
Madhya Pradesh,Urban,Female,management,0.8
Madhya Pradesh,Urban,Female,medicine,0.5
Madhya Pradesh,Urban,Female,others*,1.9
Madhya Pradesh,Urban,Female,science,6.6
Madhya Pradesh,Urban,Female,up to X,73.1
Madhya Pradesh,Urban,Male,all (incl. n.r.),100
Madhya Pradesh,Urban,Male,commerce,6.9
Madhya Pradesh,Urban,Male,courses from ITI/ recognised vocational institutes,0.8
Madhya Pradesh,Urban,Male,engineering,2.9
Madhya Pradesh,Urban,Male,humanities,6.7
Madhya Pradesh,Urban,Male,IT/ computer courses,0.5
Madhya Pradesh,Urban,Male,law,0.1
Madhya Pradesh,Urban,Male,management,0.5
Madhya Pradesh,Urban,Male,medicine,0.3
Madhya Pradesh,Urban,Male,others*,1.4
Madhya Pradesh,Urban,Male,science,7.9
Madhya Pradesh,Urban,Male,up to X,71.9
Madhya Pradesh,Urban,Person,all (incl. n.r.),100
Madhya Pradesh,Urban,Person,commerce,6.6
Madhya Pradesh,Urban,Person,courses from ITI/ recognised vocational institutes,0.5
Madhya Pradesh,Urban,Person,engineering,2.2
Madhya Pradesh,Urban,Person,humanities,7.4
Madhya Pradesh,Urban,Person,IT/ computer courses,0.8
Madhya Pradesh,Urban,Person,law,0.1
Madhya Pradesh,Urban,Person,management,0.6
Madhya Pradesh,Urban,Person,medicine,0.4
Madhya Pradesh,Urban,Person,others*,1.6
Madhya Pradesh,Urban,Person,science,7.3
Madhya Pradesh,Urban,Person,up to X,72.4
Gujarat,Rural,Female,all (incl. n.r.),100
Gujarat,Rural,Female,commerce,5.2
Gujarat,Rural,Female,courses from ITI/ recognised vocational institutes,0.2
Gujarat,Rural,Female,engineering,0.2
Gujarat,Rural,Female,humanities,6.4
Gujarat,Rural,Female,IT/ computer courses,0.2
Gujarat,Rural,Female,law,0.1
Gujarat,Rural,Female,management,0
Gujarat,Rural,Female,medicine,0.2
Gujarat,Rural,Female,others*,0.6
Gujarat,Rural,Female,science,1.1
Gujarat,Rural,Female,up to X,85.8
Gujarat,Rural,Male,all (incl. n.r.),100
Gujarat,Rural,Male,commerce,6.7
Gujarat,Rural,Male,courses from ITI/ recognised vocational institutes,1.7
Gujarat,Rural,Male,engineering,1.3
Gujarat,Rural,Male,humanities,5.7
Gujarat,Rural,Male,IT/ computer courses,0.3
Gujarat,Rural,Male,law,0
Gujarat,Rural,Male,management,0.1
Gujarat,Rural,Male,medicine,0
Gujarat,Rural,Male,others*,1
Gujarat,Rural,Male,science,2.6
Gujarat,Rural,Male,up to X,80.6
